,Tick,Second,AttackerSteamId,AttackerName,AttackerTeam,AttackerSide,AttackerX,AttackerY,AttackerZ,AttackerAreaId,AttackerAreaName,AttackerViewX,AttackerViewY,VictimSteamId,VictimName,VictimTeam,VictimSide,VictimX,VictimY,VictimZ,VictimAreaId,VictimAreaName,VictimViewX,VictimViewY,Weapon,HpDamage,HpDamageTaken,ArmorDamage,ArmorDamageTaken,HitGroup,RoundNum,MatchId,MapName
3600,346725,46.6953125,7.656119804168338e+16,NiKo,G2 Esports,CT,-1242.595947265625,-1208.887939453125,-167.96875,1090.0,Snipers Palace Peek,76.6845703125,0.845947265625,76561198000827804,mir,Team Spirit,T,-1058.6400146484375,-429.0765075683594,-191.9375,1317,Underpass,255.443115234375,7.6025390625,AWP,110,100,1,1,Chest,19,spirit-vs-g2-mirage,de_mirage
3601,346891,47.9921875,7.656119801287205e+16,huNter-,G2 Esports,CT,-2021.345703125,518.78173828125,-166.42349243164062,51.0,Left Side Platform,30.2728271484375,346.0968017578125,76561198040577200,sdy,Team Spirit,T,-1129.7889404296875,644.7001953125,-79.96875,31,Deep T Apps,320.130615234375,7.8497314453125,HE Grenade,1,1,0,0,Generic,19,spirit-vs-g2-mirage,de_mirage
3602,351222,81.828125,7.656119804589886e+16,chopper,Team Spirit,T,-342.8087463378906,-328.8345947265625,-163.96875,135.0,Top Mid Catwalk,200.115966796875,0.8294677734375,76561198041683378,NiKo,G2 Esports,CT,-1173.73388671875,-636.8794555664062,-167.96875,54,Snipers Nest,20.19287109375,1.6644287109375,AK-47,26,26,3,3,Chest,19,spirit-vs-g2-mirage,de_mirage
3603,351235,81.9296875,7.656119804589886e+16,chopper,Team Spirit,T,-341.1419372558594,-333.3736572265625,-163.96875,135.0,Top Mid Catwalk,199.9896240234375,0.8294677734375,76561198041683378,NiKo,G2 Esports,CT,-1173.77392578125,-636.7703857421875,-167.96875,54,Snipers Nest,20.0445556640625,1.38427734375,AK-47,26,26,3,3,Chest,19,spirit-vs-g2-mirage,de_mirage
3604,351238,81.953125,7.656119804168338e+16,NiKo,G2 Esports,CT,-1173.77392578125,-636.7703857421875,-167.96875,54.0,Snipers Nest,20.0994873046875,1.373291015625,76561198045898864,chopper,Team Spirit,T,-340.8811950683594,-334.0836486816406,-163.96875,135,Top Mid Catwalk,199.7479248046875,0.8294677734375,AWP,137,100,1,1,Stomach,19,spirit-vs-g2-mirage,de_mirage
3605,353708,101.25,7.656119801287205e+16,huNter-,G2 Esports,CT,-1854.0751953125,-658.4315185546875,-167.96893310546875,2544.0,market,101.1236572265625,359.2474365234375,76561197961134282,magixx,Team Spirit,T,-2114.127197265625,693.3561401367188,-137.54925537109375,2467,Underneath B apps plat,264.7100830078125,1.8511962890625,M4A1,22,22,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3606,353794,101.921875,7.656119801287205e+16,huNter-,G2 Esports,CT,-1874.3072509765625,-662.3428955078125,-167.96893310546875,2544.0,market,100.557861328125,1.087646484375,76561197961134282,magixx,Team Spirit,T,-2114.002197265625,762.7731323242188,-129.0811309814453,2468,Underneath B apps plat,267.4456787109375,1.6754150390625,M4A1,8,8,1,1,RightArm,19,spirit-vs-g2-mirage,de_mirage
3607,354022,103.703125,7.656119801287205e+16,huNter-,G2 Esports,CT,-1876.3638916015625,-662.6068725585938,-167.96893310546875,2544.0,market,99.5635986328125,358.868408203125,76561197961134282,magixx,Team Spirit,T,-2135.7099609375,827.5467529296875,-123.62466430664062,371,Underneath B apps plat,281.2994384765625,2.0269775390625,M4A1,22,22,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3608,354068,104.0625,7.656119801287205e+16,huNter-,G2 Esports,CT,-1876.3638916015625,-662.6068725585938,-167.96893310546875,2544.0,market,99.51416015625,358.9617919921875,76561197961134282,magixx,Team Spirit,T,-2114.03125,831.8095703125,-121.37255859375,371,Underneath B apps plat,279.832763671875,1.5875244140625,M4A1,12,12,2,2,RightArm,19,spirit-vs-g2-mirage,de_mirage
3609,354084,104.1875,7.656119801287205e+16,huNter-,G2 Esports,CT,-1876.3638916015625,-662.6068725585938,-167.96893310546875,2544.0,market,99.51416015625,358.9617919921875,76561197961134282,magixx,Team Spirit,T,-2114.03125,831.9931030273438,-121.3465576171875,371,Underneath B apps plat,279.4482421875,1.5875244140625,M4A1,6,6,1,1,RightArm,19,spirit-vs-g2-mirage,de_mirage
3610,354189,105.0078125,7.656119796113429e+16,magixx,Team Spirit,T,-2130.84814453125,829.1842651367188,-122.98845672607422,371.0,Underneath B apps plat,279.3328857421875,1.5875244140625,76561198012872053,huNter-,G2 Esports,CT,-1880.2027587890625,-663.3016357421875,-167.96893310546875,2544,market,99.47021484375,358.7255859375,AK-47,105,98,15,15,Head,19,spirit-vs-g2-mirage,de_mirage
3611,357603,131.6796875,7.656119799982542e+16,nexa,G2 Esports,CT,-376.22406005859375,828.77783203125,-79.96875,190.0,T Deep apps,244.2755126953125,1.417236328125,76561197961134282,magixx,Team Spirit,T,-487.6371765136719,561.8623046875,-80.70204162597656,328,T Deep Apps Underpass/Apps Peek,25.7135009765625,4.8504638671875,M4A1,22,22,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3612,357615,131.7734375,7.656119799982542e+16,nexa,G2 Esports,CT,-382.2574462890625,831.65185546875,-79.96875,190.0,T Deep apps,247.9779052734375,2.2247314453125,76561198040577200,sdy,Team Spirit,T,-465.8158264160156,615.2694702148438,-80.1740493774414,2513,T Deep Apps Underpass/Apps Peek,74.9432373046875,5.2130126953125,M4A1,22,22,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3613,357615,131.7734375,7.656119799982542e+16,nexa,G2 Esports,CT,-382.2574462890625,831.65185546875,-79.96875,190.0,T Deep apps,247.9779052734375,2.2247314453125,76561197961134282,magixx,Team Spirit,T,-479.6162109375,564.6962890625,-80.47955322265625,328,T Deep Apps Underpass/Apps Peek,56.9805908203125,4.3231201171875,M4A1,14,8,3,3,Chest,19,spirit-vs-g2-mirage,de_mirage
3614,357629,131.8828125,7.65611980405772e+16,sdy,Team Spirit,T,-459.35296630859375,616.0576782226562,-80.1408462524414,2513.0,T Deep Apps Underpass/Apps Peek,66.0333251953125,2.04345703125,76561197999825422,nexa,G2 Esports,CT,-379.60699462890625,830.643798828125,-79.96875,190,T Deep apps,249.3731689453125,2.9498291015625,AK-47,27,27,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3615,357641,131.9765625,7.656119799982542e+16,nexa,G2 Esports,CT,-377.2127685546875,829.7219848632812,-79.96875,190.0,T Deep apps,248.7799072265625,3.4332275390625,76561198040577200,sdy,Team Spirit,T,-457.771484375,615.8950805664062,-80.12364959716797,2513,T Deep Apps Underpass/Apps Peek,71.839599609375,359.62646484375,M4A1,91,77,19,19,Head,19,spirit-vs-g2-mirage,de_mirage
3616,357996,134.75,7.656119879934013e+16,degster,Team Spirit,T,-480.526611328125,528.8279418945312,-80.09569549560547,328.0,T Deep Apps Underpass/Apps Peek,67.7581787109375,0.72509765625,76561197999825422,nexa,G2 Esports,CT,-359.7911682128906,813.0403442382812,-79.96875,1944,T Deep apps,245.3192138671875,1.7413330078125,AK-47,27,27,4,4,Unknown,19,spirit-vs-g2-mirage,de_mirage
3617,357999,134.7734375,7.656119799982542e+16,nexa,G2 Esports,CT,-359.9749450683594,813.1222534179688,-79.96875,1944.0,T Deep apps,246.1541748046875,1.47216796875,76561198799340122,degster,Team Spirit,T,-480.18157958984375,528.7587280273438,-80.09569549560547,328,T Deep Apps Underpass/Apps Peek,66.2420654296875,0.362548828125,M4A1,91,91,19,19,Head,19,spirit-vs-g2-mirage,de_mirage
3618,358009,134.8515625,7.656119879934013e+16,degster,Team Spirit,T,-480.96044921875,529.1109008789062,-80.0982894897461,328.0,T Deep Apps Underpass/Apps Peek,66.1212158203125,0.362548828125,76561197999825422,nexa,G2 Esports,CT,-363.5555419921875,814.7074584960938,-79.96875,1944,T Deep apps,247.1978759765625,1.7962646484375,AK-47,27,27,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3619,358022,134.953125,7.656119879934013e+16,degster,Team Spirit,T,-482.4023742675781,529.7598266601562,-80.11996459960938,328.0,T Deep Apps Underpass/Apps Peek,66.2420654296875,0.72509765625,76561197999825422,nexa,G2 Esports,CT,-367.5206604003906,816.3766479492188,-79.96875,1944,T Deep apps,246.873779296875,1.7413330078125,AK-47,27,19,4,4,Chest,19,spirit-vs-g2-mirage,de_mirage
3620,363691,16.3046875,7.656119801287205e+16,huNter-,G2 Esports,CT,-880.3280639648438,-305.6519775390625,-167.98193359375,864.0,Deep Catwalk,353.4466552734375,2.032470703125,76561198799340122,degster,Team Spirit,T,-494.29522705078125,-344.003662109375,-166.5894317626953,40,Catwalk Connector Peek,256.3275146484375,0.6976318359375,CZ75 Auto,85,85,12,12,Head,20,spirit-vs-g2-mirage,de_mirage
3621,363705,16.4140625,7.656119801287205e+16,huNter-,G2 Esports,CT,-880.29150390625,-305.74188232421875,-167.98193359375,864.0,Deep Catwalk,353.3038330078125,2.076416015625,76561198799340122,degster,Team Spirit,T,-494.29522705078125,-344.003662109375,-166.5894317626953,40,Catwalk Connector Peek,256.3275146484375,0.6976318359375,CZ75 Auto,84,15,12,12,Head,20,spirit-vs-g2-mirage,de_mirage
3622,363881,17.7890625,7.65611980008278e+16,mir,Team Spirit,T,-535.7605590820312,-786.1502685546875,-257.031982421875,81.0,Mid Close Connector,110.9893798828125,349.12353515625,76561198012872053,huNter-,G2 Esports,CT,-698.3674926757812,-350.89825439453125,-160.4338836669922,304,Catwalk Connector Peek,353.5400390625,10.4974365234375,AK-47,141,100,0,0,Head,20,spirit-vs-g2-mirage,de_mirage
3623,365073,27.1015625,7.656119804589886e+16,chopper,Team Spirit,T,204.71450805664062,-1436.0906982421875,-175.96875,60.0,A Ramp,265.0396728515625,357.813720703125,76561197999825422,nexa,G2 Esports,CT,181.93716430664062,-1717.9927978515625,-167.96875,145,Close Left CT A Ramp,83.243408203125,358.41796875,AK-47,142,100,0,0,Head,20,spirit-vs-g2-mirage,de_mirage
3624,365365,29.3828125,7.656119804168338e+16,NiKo,G2 Esports,CT,41.2501335144043,-2350.98974609375,-39.96875,155.0,T Palace Stairs Peek,94.7625732421875,4.3231201171875,76561197961134282,magixx,Team Spirit,T,-31.078943252563477,-1418.6138916015625,-121.20075988769531,1742,Tetris,271.20849609375,356.912841796875,AWP,110,100,1,1,Chest,20,spirit-vs-g2-mirage,de_mirage
3625,371088,74.09375,7.656119804589886e+16,chopper,Team Spirit,T,-221.74559020996094,-1574.064697265625,-53.96875,414.0,Tetris,172.825927734375,5.9710693359375,76561198041683378,NiKo,G2 Esports,CT,-1272.0391845703125,-1437.1033935546875,-160.06642150878906,268,Left Side corner deep jungle,343.531494140625,359.75830078125,AK-47,26,26,3,3,Chest,20,spirit-vs-g2-mirage,de_mirage
3626,371101,74.1953125,7.656119804589886e+16,chopper,Team Spirit,T,-221.74559020996094,-1574.064697265625,-53.96875,414.0,Tetris,172.518310546875,6.0040283203125,76561198041683378,NiKo,G2 Esports,CT,-1271.9365234375,-1435.8065185546875,-160.29383850097656,268,Left Side corner deep jungle,348.519287109375,357.1160888671875,AK-47,26,26,3,3,Chest,20,spirit-vs-g2-mirage,de_mirage
3627,371114,74.296875,7.656119804589886e+16,chopper,Team Spirit,T,-221.74559020996094,-1574.064697265625,-53.96875,414.0,Tetris,172.4578857421875,6.21826171875,76561198041683378,NiKo,G2 Esports,CT,-1272.134521484375,-1436.873779296875,-160.09156799316406,268,Left Side corner deep jungle,350.1727294921875,355.7867431640625,AK-47,138,48,0,0,Head,20,spirit-vs-g2-mirage,de_mirage
3628,371873,80.2265625,7.65611980405772e+16,sdy,Team Spirit,T,-552.4083251953125,-1835.954833984375,-179.96875,2.0,A Site Exposed to Stairs Connector Cat,97.6519775390625,359.033203125,76561197972242917,JACKZ,G2 Esports,CT,-714.362548828125,-328.51104736328125,-139.0216827392578,304,Catwalk Connector Peek,273.6309814453125,1.461181640625,AK-47,25,25,0,0,RightLeg,20,spirit-vs-g2-mirage,de_mirage
3629,371886,80.328125,7.65611980405772e+16,sdy,Team Spirit,T,-552.5407104492188,-1835.967529296875,-179.96875,2.0,A Site Exposed to Stairs Connector Cat,95.4766845703125,359.27490234375,76561197972242917,JACKZ,G2 Esports,CT,-693.9910278320312,-331.05975341796875,-159.96875,304,Catwalk Connector Peek,273.262939453125,1.0546875,AK-47,42,42,0,0,Stomach,20,spirit-vs-g2-mirage,de_mirage
3630,371925,80.6328125,7.65611980405772e+16,sdy,Team Spirit,T,-556.4562377929688,-1836.330322265625,-179.96875,2.0,A Site Exposed to Stairs Connector Cat,94.8175048828125,3.75732421875,76561197972242917,JACKZ,G2 Esports,CT,-677.902587890625,-336.55596923828125,-159.96875,304,Catwalk Connector Peek,273.7408447265625,0.911865234375,AK-47,33,33,0,0,Chest,20,spirit-vs-g2-mirage,de_mirage
3631,372560,85.59375,7.65611980008278e+16,mir,Team Spirit,T,-1189.2197265625,-1039.399658203125,-167.96875,55.0,Snipers Palace Peek,159.0380859375,4.8394775390625,76561198068944951,AmaNEk,G2 Esports,CT,-1483.3564453125,-926.6416625976562,-167.96875,14,CT Outside Market,338.8018798828125,0.142822265625,AK-47,44,44,0,0,Stomach,20,spirit-vs-g2-mirage,de_mirage
3632,372573,85.6953125,7.65611980008278e+16,mir,Team Spirit,T,-1189.7158203125,-1040.778076171875,-167.96875,55.0,Snipers Palace Peek,159.345703125,5.4876708984375,76561198068944951,AmaNEk,G2 Esports,CT,-1484.7415771484375,-930.4015502929688,-167.96875,14,CT Outside Market,341.641845703125,359.967041015625,AK-47,44,44,0,0,Stomach,20,spirit-vs-g2-mirage,de_mirage
3633,372583,85.7734375,7.65611980405772e+16,sdy,Team Spirit,T,-656.6383056640625,-1104.0782470703125,-179.92593383789062,226.0,Top Connector,97.9156494140625,5.1690673828125,76561198040577200,sdy,Team Spirit,T,-656.6383056640625,-1104.0782470703125,-179.92593383789062,226,Top Connector,97.9156494140625,5.1690673828125,HE Grenade,46,46,15,15,Generic,20,spirit-vs-g2-mirage,de_mirage
3634,372586,85.796875,7.65611980008278e+16,mir,Team Spirit,T,-1190.023193359375,-1041.5670166015625,-167.96875,55.0,Snipers Palace Peek,158.5931396484375,5.38330078125,76561198068944951,AmaNEk,G2 Esports,CT,-1484.5794677734375,-932.3038940429688,-167.96875,14,CT Outside Market,341.641845703125,359.7857666015625,AK-47,35,12,0,0,Chest,20,spirit-vs-g2-mirage,de_mirage
3635,382916,55.703125,7.656119804168338e+16,NiKo,G2 Esports,CT,22.11125373840332,-2228.7392578125,-39.96875,201.0,T Palace Stairs Peek,339.93896484375,0.52734375,76561197961134282,magixx,Team Spirit,T,189.9591064453125,-2280.023681640625,-39.96875,263,Deep Palace,171.3372802734375,1.878662109375,M4A1,9,9,2,2,Chest,21,spirit-vs-g2-mirage,de_mirage
3636,382916,55.703125,7.656119804168338e+16,NiKo,G2 Esports,CT,22.11125373840332,-2228.7392578125,-39.96875,201.0,T Palace Stairs Peek,339.93896484375,0.52734375,76561198040577200,sdy,Team Spirit,T,315.19171142578125,-2336.994873046875,-39.96875,2435,Deep Palace,162.3065185546875,3.88916015625,M4A1,3,3,0,0,Stomach,21,spirit-vs-g2-mirage,de_mirage
3637,382924,55.765625,7.65611980405772e+16,sdy,Team Spirit,T,313.9986572265625,-2336.83642578125,-39.96875,2435.0,Deep Palace,162.1307373046875,2.87841796875,76561198041683378,NiKo,G2 Esports,CT,23.855918884277344,-2223.553466796875,-39.96875,201,T Palace Stairs Peek,337.6263427734375,0.560302734375,AK-47,27,27,4,4,RightArm,21,spirit-vs-g2-mirage,de_mirage
3638,382955,56.0078125,7.656119804168338e+16,NiKo,G2 Esports,CT,24.16211700439453,-2222.470703125,-39.96875,201.0,T Palace Stairs Peek,336.7694091796875,4.15283203125,76561198040577200,sdy,Team Spirit,T,310.2424011230469,-2347.824462890625,-39.96875,2435,Deep Palace,158.807373046875,1.4501953125,M4A1,9,9,2,2,Chest,21,spirit-vs-g2-mirage,de_mirage
3639,382958,56.03125,7.656119796113429e+16,magixx,Team Spirit,T,189.54368591308594,-2281.62646484375,-39.96875,263.0,Deep Palace,164.3389892578125,4.0869140625,76561198041683378,NiKo,G2 Esports,CT,23.924880981445312,-2223.023681640625,-39.96875,201,T Palace Stairs Peek,336.7364501953125,4.21875,AK-47,5,5,0,0,LeftArm,21,spirit-vs-g2-mirage,de_mirage
3640,382963,56.0703125,7.65611980405772e+16,sdy,Team Spirit,T,309.42742919921875,-2350.099365234375,-39.96875,2575.0,Deep Palace,157.203369140625,1.56005859375,76561198041683378,NiKo,G2 Esports,CT,23.83781623840332,-2223.22802734375,-39.96875,201,T Palace Stairs Peek,336.5386962890625,4.6527099609375,AK-47,27,27,4,4,LeftArm,21,spirit-vs-g2-mirage,de_mirage
3641,382968,56.109375,7.656119804168338e+16,NiKo,G2 Esports,CT,24.178674697875977,-2222.45166015625,-39.96875,201.0,T Palace Stairs Peek,335.7476806640625,5.0482177734375,76561198040577200,sdy,Team Spirit,T,309.0509033203125,-2351.0712890625,-39.96875,2575,Deep Palace,157.181396484375,1.56005859375,M4A1,39,39,8,8,Head,21,spirit-vs-g2-mirage,de_mirage
3642,382972,56.140625,7.656119796113429e+16,magixx,Team Spirit,T,188.93768310546875,-2283.763916015625,-39.96875,263.0,Deep Palace,163.1634521484375,6.61376953125,76561198041683378,NiKo,G2 Esports,CT,24.57447052001953,-2221.5625,-39.96875,201,T Palace Stairs Peek,335.7806396484375,5.0482177734375,AK-47,8,8,1,1,RightArm,21,spirit-vs-g2-mirage,de_mirage
3643,382976,56.171875,7.65611980405772e+16,sdy,Team Spirit,T,308.6468200683594,-2352.06103515625,-39.96875,2575.0,Deep Palace,156.060791015625,1.845703125,76561198041683378,NiKo,G2 Esports,CT,24.914592742919922,-2220.7998046875,-39.96875,201,T Palace Stairs Peek,336.3739013671875,4.7186279296875,AK-47,53,33,7,7,Head,21,spirit-vs-g2-mirage,de_mirage
3644,383001,56.3671875,7.65611980405772e+16,sdy,Team Spirit,T,307.0675354003906,-2355.648681640625,-39.96875,2575.0,Deep Palace,156.280517578125,4.4219970703125,76561197961134282,magixx,Team Spirit,T,181.05105590820312,-2304.852783203125,-39.96875,263,Deep Palace,149.5733642578125,2.4114990234375,AK-47,9,9,1,1,Chest,21,spirit-vs-g2-mirage,de_mirage
3645,383014,56.46875,7.65611980405772e+16,sdy,Team Spirit,T,306.04833984375,-2357.933349609375,-39.96875,2575.0,Deep Palace,155.4620361328125,5.6964111328125,76561197961134282,magixx,Team Spirit,T,176.00706481933594,-2314.86572265625,-39.96875,263,Deep Palace,147.1893310546875,3.878173828125,AK-47,9,9,1,1,Chest,21,spirit-vs-g2-mirage,de_mirage
3646,383195,57.8828125,7.656119799982542e+16,nexa,G2 Esports,CT,-816.5150756835938,-2249.587890625,-177.36883544921875,24.0,Ticketbooth ,72.608642578125,0.1318359375,76561198045898864,chopper,Team Spirit,T,-522.7018432617188,-1327.2733154296875,-159.96875,696,Bottom Stairs,252.5482177734375,6.064453125,M4A1,40,40,8,8,Head,21,spirit-vs-g2-mirage,de_mirage
3647,383208,57.984375,7.656119799982542e+16,nexa,G2 Esports,CT,-816.1619873046875,-2249.619384765625,-177.3933563232422,24.0,Ticketbooth ,72.5592041015625,0.1593017578125,76561198045898864,chopper,Team Spirit,T,-520.7892456054688,-1327.872314453125,-159.96875,696,Bottom Stairs,252.059326171875,7.327880859375,M4A1,10,10,2,2,RightArm,21,spirit-vs-g2-mirage,de_mirage
3648,383221,58.0859375,7.656119799982542e+16,nexa,G2 Esports,CT,-815.1863403320312,-2249.93310546875,-177.46617126464844,24.0,Ticketbooth ,72.04833984375,0.7745361328125,76561198045898864,chopper,Team Spirit,T,-519.2014770507812,-1328.3936767578125,-159.96875,696,Bottom Stairs,251.224365234375,8.89892578125,M4A1,13,13,2,2,Stomach,21,spirit-vs-g2-mirage,de_mirage
3649,383238,58.21875,7.656119804589886e+16,chopper,Team Spirit,T,-517.5562133789062,-1328.955078125,-159.96875,696.0,Bottom Stairs,251.3177490234375,10.2227783203125,76561197999825422,nexa,G2 Esports,CT,-813.30859375,-2250.5302734375,-177.6065216064453,24,Ticketbooth ,72.6361083984375,1.878662109375,AK-47,107,100,15,15,Head,21,spirit-vs-g2-mirage,de_mirage
3650,383319,58.8515625,7.656119806894494e+16,AmaNEk,G2 Esports,CT,-1032.9173583984375,-2328.812255859375,-167.9733123779297,219.0,CT Left Side,10.4644775390625,354.2156982421875,76561197961134282,magixx,Team Spirit,T,79.88880920410156,-2098.37255859375,-35.96875,47,Top Balcony,201.1431884765625,7.0587158203125,AWP,109,73,1,1,Chest,21,spirit-vs-g2-mirage,de_mirage
3651,383450,59.875,7.656119879934013e+16,degster,Team Spirit,T,-674.97021484375,-931.925048828125,-218.00253295898438,134.0,Bottom Connector,106.8145751953125,357.308349609375,76561198012872053,huNter-,G2 Esports,CT,-913.1965942382812,-114.10199737548828,-167.96875,35,Deep Catwalk,284.4195556640625,4.39453125,AWP,110,100,1,1,LeftArm,21,spirit-vs-g2-mirage,de_mirage
3652,384341,66.8359375,7.656119804589886e+16,chopper,Team Spirit,T,-1143.2928466796875,-1459.9864501953125,-163.66139221191406,218.0,Left Side corner deep jungle,111.6046142578125,1.4447021484375,76561197972242917,JACKZ,G2 Esports,CT,-1328.5494384765625,-973.7039794921875,-167.96875,599,Murder Hole,304.1455078125,358.505859375,AK-47,141,100,0,0,Head,21,spirit-vs-g2-mirage,de_mirage
3653,384982,71.84375,7.65611980405772e+16,sdy,Team Spirit,T,-240.79649353027344,-1954.8897705078125,-167.96875,144.0,A Site,205.1531982421875,2.9443359375,76561198068944951,AmaNEk,G2 Esports,CT,-1074.04248046875,-2544.61376953125,-167.96875,1283,Ticketbooth ,41.297607421875,0.516357421875,HE Grenade,9,9,3,3,Generic,21,spirit-vs-g2-mirage,de_mirage
3654,385132,73.015625,7.656119806894494e+16,AmaNEk,G2 Esports,CT,-1083.86669921875,-2532.232177734375,-167.96875,1283.0,Ticketbooth ,33.826904296875,357.7862548828125,76561198040577200,sdy,Team Spirit,T,-348.1474304199219,-2051.672119140625,-108.96875,1728,Jungle Plant,214.2608642578125,4.7735595703125,AWP,110,49,1,1,LeftArm,21,spirit-vs-g2-mirage,de_mirage
3655,385682,77.3125,7.656119806894494e+16,AmaNEk,G2 Esports,CT,-1085.97802734375,-2459.805908203125,-167.96875,56.0,Ticketbooth ,38.5235595703125,357.9840087890625,76561198000827804,mir,Team Spirit,T,-531.9666748046875,-2013.37353515625,-103.3187484741211,703,A Site Exposed to Stairs Connector Cat,220.352783203125,9.305419921875,AWP,91,91,1,1,Stomach,21,spirit-vs-g2-mirage,de_mirage
3656,386432,83.171875,7.656119804589886e+16,chopper,Team Spirit,T,-1584.353515625,-1229.7315673828125,-260.3437194824219,72.0,CT Spawn,278.8494873046875,357.38525390625,76561198068944951,AmaNEk,G2 Esports,CT,-1415.3468017578125,-2353.77197265625,-226.65261840820312,2485,Deep CT,100.9039306640625,1.6204833984375,AK-47,137,91,0,0,Head,21,spirit-vs-g2-mirage,de_mirage
3657,396759,25.671875,7.656119797224291e+16,JACKZ,G2 Esports,CT,-1002.2346801757812,294.62689208984375,-165.7877197265625,228.0,CT Catwalk,307.50732421875,0.8404541015625,76561197961134282,magixx,Team Spirit,T,-831.9490966796875,103.00909423828125,-171.11656188964844,61,CT Deep Catwalk Mid peek,164.794921875,0.1153564453125,Desert Eagle,210,100,7,7,Head,22,spirit-vs-g2-mirage,de_mirage
3658,396925,26.96875,7.65611980008278e+16,mir,Team Spirit,T,-759.3555297851562,-32.804603576660156,-162.93380737304688,35.0,Deep Catwalk,115.8782958984375,359.7967529296875,76561197972242917,JACKZ,G2 Esports,CT,-889.45703125,245.06997680664062,-171.2128143310547,61,CT Deep Catwalk Mid peek,294.752197265625,359.4891357421875,AK-47,27,27,4,4,Chest,22,spirit-vs-g2-mirage,de_mirage
3659,396938,27.0703125,7.65611980008278e+16,mir,Team Spirit,T,-760.0183715820312,-31.868520736694336,-163.08226013183594,35.0,Deep Catwalk,113.6920166015625,1.768798828125,76561197972242917,JACKZ,G2 Esports,CT,-892.501953125,240.6646270751953,-171.57992553710938,61,CT Deep Catwalk Mid peek,294.3896484375,359.857177734375,AK-47,27,27,4,4,Chest,22,spirit-vs-g2-mirage,de_mirage
3660,396951,27.171875,7.656119797224291e+16,JACKZ,G2 Esports,CT,-894.070556640625,239.45851135253906,-171.68045043945312,61.0,CT Deep Catwalk Mid peek,297.0538330078125,359.5660400390625,76561198000827804,mir,Team Spirit,T,-760.0183715820312,-31.868520736694336,-163.08226013183594,35,Deep Catwalk,115.059814453125,5.38330078125,Desert Eagle,51,51,1,1,Chest,22,spirit-vs-g2-mirage,de_mirage
3661,396964,27.2734375,7.65611980008278e+16,mir,Team Spirit,T,-760.0183715820312,-31.86852264404297,-163.08226013183594,35.0,Deep Catwalk,116.3177490234375,11.7279052734375,76561197972242917,JACKZ,G2 Esports,CT,-894.6538696289062,239.1558837890625,-171.70565795898438,61,CT Deep Catwalk Mid peek,297.0208740234375,359.307861328125,AK-47,34,34,5,5,Stomach,22,spirit-vs-g2-mirage,de_mirage
3662,396977,27.375,7.65611980008278e+16,mir,Team Spirit,T,-760.0183715820312,-31.86852264404297,-163.08226013183594,35.0,Deep Catwalk,116.2518310546875,12.886962890625,76561197972242917,JACKZ,G2 Esports,CT,-895.3540649414062,238.81338500976562,-171.7342071533203,61,CT Deep Catwalk Mid peek,295.5596923828125,358.538818359375,AK-47,27,12,4,4,Chest,22,spirit-vs-g2-mirage,de_mirage
3663,397046,27.9140625,7.656119804589886e+16,chopper,Team Spirit,T,-545.0808715820312,-394.0779113769531,-168.10110473632812,40.0,Catwalk Connector Peek,259.7772216796875,1.658935546875,76561197999825422,nexa,G2 Esports,CT,-633.989013671875,-1250.0611572265625,-167.96875,104,Top Connector,95.25146484375,1.3128662109375,Molotov,8,8,0,0,Generic,22,spirit-vs-g2-mirage,de_mirage
3664,397071,28.109375,7.656119804589886e+16,chopper,Team Spirit,T,-543.1456298828125,-407.11138916015625,-168.65475463867188,40.0,Catwalk Connector Peek,260.299072265625,1.5380859375,76561197999825422,nexa,G2 Esports,CT,-614.0861206054688,-1220.5714111328125,-167.96875,140,Leftside Connector,98.0419921875,0.0494384765625,Molotov,8,8,0,0,Generic,22,spirit-vs-g2-mirage,de_mirage
3665,397097,28.3125,7.656119804589886e+16,chopper,Team Spirit,T,-548.3391723632812,-428.3435974121094,-168.99658203125,40.0,Catwalk Connector Peek,260.1123046875,1.5380859375,76561197999825422,nexa,G2 Esports,CT,-604.0192260742188,-1211.195068359375,-167.96875,140,Leftside Connector,100.162353515625,359.6539306640625,Molotov,8,8,0,0,Generic,22,spirit-vs-g2-mirage,de_mirage
3666,397103,28.359375,7.656119804168338e+16,NiKo,G2 Esports,CT,-719.8848266601562,-1329.3695068359375,-167.96875,6.0,Bottom Stairs,81.80419921875,0.32958984375,76561198799340122,degster,Team Spirit,T,-577.088623046875,-375.27349853515625,-167.9838104248047,86,Catwalk Connector Peek,262.7105712890625,1.0491943359375,Desert Eagle,39,39,1,1,LeftArm,22,spirit-vs-g2-mirage,de_mirage
3667,397127,28.546875,7.656119804589886e+16,chopper,Team Spirit,T,-563.3397216796875,-446.44781494140625,-168.2307586669922,40.0,Catwalk Connector Peek,259.8046875,0.9832763671875,76561198041683378,NiKo,G2 Esports,CT,-735.75244140625,-1326.78076171875,-167.96875,6,Bottom Stairs,80.452880859375,0.0,AK-47,26,26,3,3,RightArm,22,spirit-vs-g2-mirage,de_mirage
