,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
745,Deep T Spawn T Ramp,Sjuush,0,0,0,0,0,0,T,172
746,Van Barrel Peek,Sjuush,0,0,0,0,0,0,CT,172
747,Van Barrel Peek,Sjuush,0,0,0,0,0,0,T,172
748,Stairs Palace Peek,Sjuush,1,0,1,100,0,100,CT,172
749,Stairs Palace Peek,Sjuush,0,0,0,0,0,0,T,172
750,Underneath B apps plat,Sjuush,0,0,0,0,0,0,CT,172
751,Underneath B apps plat,Sjuush,1,0,1,100,17,83,T,172
752,CT Spawn,Sjuush,1,1,0,19,27,-8,CT,172
753,CT Spawn,Sjuush,1,0,1,100,0,100,T,172
754,Deep T Apps Underpass STairs,Sjuush,0,1,-1,21,100,-79,CT,172
755,Deep T Apps Underpass STairs,Sjuush,0,0,0,0,0,0,T,172
756,Underpass,Sjuush,0,0,0,0,0,0,CT,172
757,Underpass,Sjuush,0,1,-1,44,136,-92,T,172
758,Apartments Right CT Corner,Sjuush,0,0,0,0,0,0,CT,172
759,Apartments Right CT Corner,Sjuush,0,1,-1,0,100,-100,T,172
760,CT Outside Market,Sjuush,0,0,0,0,0,0,CT,172
761,CT Outside Market,Sjuush,2,1,1,200,90,110,T,172
762,T Deep Apps Underpass/Apps Peek,Sjuush,0,0,0,0,0,0,CT,172
763,T Deep Apps Underpass/Apps Peek,Sjuush,0,0,0,0,0,0,T,172
764,B Site Default Plant,Sjuush,0,1,-1,32,100,-68,CT,172
765,B Site Default Plant,Sjuush,0,0,0,8,0,8,T,172
766,Left Side corner deep jungle,Sjuush,0,0,0,0,0,0,CT,172
767,Left Side corner deep jungle,Sjuush,0,1,-1,12,55,-43,T,172
768,Top Mid Right Side,Sjuush,0,0,0,0,0,0,CT,172
769,Top Mid Right Side,Sjuush,0,0,0,0,0,0,T,172
770,Close Market door,Sjuush,1,0,1,80,0,80,CT,172
771,Close Market door,Sjuush,0,0,0,0,0,0,T,172
772,Connector behind box,Sjuush,0,1,-1,63,48,15,CT,172
773,Connector behind box,Sjuush,0,0,0,0,0,0,T,172
774,Top Van,Sjuush,0,0,0,0,0,0,CT,172
775,Top Van,Sjuush,0,0,0,0,0,0,T,172
776,Bottom Mid Ladder Room Peek,Sjuush,0,0,0,0,0,0,CT,172
777,Bottom Mid Ladder Room Peek,Sjuush,0,1,-1,0,136,-136,T,172
778,Arch,Sjuush,0,0,0,0,0,0,CT,172
779,Arch,Sjuush,1,0,1,100,86,14,T,172
780,B site Market Plant,Sjuush,0,0,0,0,0,0,CT,172
781,B site Market Plant,Sjuush,1,1,0,88,56,32,T,172
782,Right Side Platform,Sjuush,0,0,0,0,0,0,CT,172
783,Right Side Platform,Sjuush,0,1,-1,51,100,-49,T,172
784,Snipers Palace Peek,Sjuush,0,0,0,0,25,-25,CT,172
785,Snipers Palace Peek,Sjuush,0,0,0,0,0,0,T,172
786,Firebox,Sjuush,0,0,0,0,0,0,CT,172
787,Firebox,Sjuush,0,0,0,0,0,0,T,172
788,CT Catwalk,Sjuush,0,0,0,0,2,-2,CT,172
789,CT Catwalk,Sjuush,0,0,0,0,0,0,T,172
790,A Site Exposed to Stairs Connector Cat,B0rup,0,3,-3,159,300,-141,CT,186
791,A Site Exposed to Stairs Connector Cat,B0rup,1,6,-5,46,430,-384,T,186
792,A Ramp,B0rup,0,4,-4,90,426,-336,CT,186
793,A Ramp,B0rup,1,3,-2,158,491,-333,T,186
794,Mid Close Connector,B0rup,1,2,-1,100,200,-100,CT,186
795,Mid Close Connector,B0rup,1,7,-6,104,649,-545,T,186
796,Default A,B0rup,7,4,3,883,486,397,CT,186
797,Default A,B0rup,2,3,-1,259,312,-53,T,186
798,Bottom Stairs,B0rup,0,1,-1,34,189,-155,CT,186
799,Bottom Stairs,B0rup,1,6,-5,137,542,-405,T,186
800,Top Balcony,B0rup,6,3,3,554,398,156,CT,186
801,Top Balcony,B0rup,1,2,-1,108,293,-185,T,186
802,Deep Jungle,B0rup,1,4,-3,138,302,-164,CT,186
803,Deep Jungle,B0rup,3,0,3,300,64,236,T,186
804,Ticketbooth ,B0rup,3,3,0,326,396,-70,CT,186
805,Ticketbooth ,B0rup,2,1,1,237,100,137,T,186
806,Close A Ramp,B0rup,1,3,-2,143,363,-220,CT,186
807,Close A Ramp,B0rup,1,1,0,140,100,40,T,186
808,CT Side Apps,B0rup,0,0,0,0,0,0,CT,186
809,CT Side Apps,B0rup,1,5,-4,127,427,-300,T,186
810,A Site,B0rup,2,0,2,57,0,57,CT,186
811,A Site,B0rup,2,1,1,141,235,-94,T,186
812,Bench,B0rup,3,3,0,396,185,211,CT,186
813,Bench,B0rup,0,1,-1,0,22,-22,T,186
814,Top Connector,B0rup,0,3,-3,39,250,-211,CT,186
815,Top Connector,B0rup,2,0,2,115,47,68,T,186
816,Triple Box,B0rup,3,2,1,293,286,7,CT,186
817,Triple Box,B0rup,1,1,0,127,100,27,T,186
818,Back B Site Peeking Apps/Plat,B0rup,0,0,0,82,0,82,CT,186
819,Back B Site Peeking Apps/Plat,B0rup,1,4,-3,165,400,-235,T,186
820,Tetris,B0rup,0,1,-1,0,9,-9,CT,186
821,Tetris,B0rup,0,2,-2,0,200,-200,T,186
822,Snipers Palace Peek,B0rup,1,0,1,100,26,74,CT,186
823,Snipers Palace Peek,B0rup,0,1,-1,0,100,-100,T,186
824,CT Catwalk,B0rup,1,2,-1,62,47,15,CT,186
825,CT Catwalk,B0rup,1,2,-1,100,174,-74,T,186
826,Deep T Apps,B0rup,1,0,1,100,62,38,CT,186
827,Deep T Apps,B0rup,1,1,0,51,164,-113,T,186
828,Ladder Room Catwalk Side,B0rup,3,3,0,231,389,-158,CT,186
829,Ladder Room Catwalk Side,B0rup,1,0,1,189,0,189,T,186
830,Leftside Connector,B0rup,0,1,-1,88,100,-12,CT,186
831,Leftside Connector,B0rup,0,0,0,0,0,0,T,186
832,Catwalk T Aparments Peek,B0rup,0,1,-1,215,205,10,CT,186
833,Catwalk T Aparments Peek,B0rup,0,0,0,0,0,0,T,186
834,Bottom Connector,B0rup,0,0,0,0,0,0,CT,186
835,Bottom Connector,B0rup,2,1,1,235,164,71,T,186
836,B Site Default Plant,B0rup,0,2,-2,0,168,-168,CT,186
837,B Site Default Plant,B0rup,0,0,0,0,0,0,T,186
838,Deep Catwalk,B0rup,1,1,0,133,122,11,CT,186
839,Deep Catwalk,B0rup,0,0,0,0,0,0,T,186
840,Left Side Platform,B0rup,1,0,1,100,0,100,CT,186
841,Left Side Platform,B0rup,0,0,0,0,24,-24,T,186
842,B Bombsite Cross to Catwalk,B0rup,0,1,-1,56,100,-44,CT,186
843,B Bombsite Cross to Catwalk,B0rup,1,0,1,109,0,109,T,186
844,Underpass,B0rup,1,1,0,181,100,81,CT,186
845,Underpass,B0rup,1,0,1,103,47,56,T,186
846,Catwalk Plant B Site,B0rup,0,1,-1,67,100,-33,CT,186
847,Catwalk Plant B Site,B0rup,0,1,-1,54,100,-46,T,186
848,Under balcony,B0rup,0,0,0,0,13,-13,CT,186
849,Under balcony,B0rup,0,0,0,0,0,0,T,186
850,T Palace Stairs Peek,B0rup,0,0,0,3,0,3,CT,186
851,T Palace Stairs Peek,B0rup,1,1,0,155,7,148,T,186
852,Deep Palace,B0rup,1,0,1,100,37,63,CT,186
853,Deep Palace,B0rup,1,1,0,97,96,1,T,186
854,Under window B apps,B0rup,1,1,0,153,100,53,CT,186
855,Under window B apps,B0rup,1,1,0,100,100,0,T,186
856,Snipers Nest,B0rup,0,3,-3,0,282,-282,CT,186
857,Snipers Nest,B0rup,1,0,1,11,0,11,T,186
858,CT Deep Catwalk Mid peek,B0rup,2,1,1,325,72,253,CT,186
859,CT Deep Catwalk Mid peek,B0rup,0,0,0,0,26,-26,T,186
860,Register Market,B0rup,1,1,0,162,100,62,CT,186
861,Register Market,B0rup,0,1,-1,27,98,-71,T,186
862,Top Mid towards Apps,B0rup,0,0,0,0,0,0,CT,186
863,Top Mid towards Apps,B0rup,0,1,-1,0,100,-100,T,186
864,Right Side Snipers Nest,B0rup,0,1,-1,76,42,34,CT,186
865,Right Side Snipers Nest,B0rup,0,0,0,0,76,-76,T,186
866,Close Market door,B0rup,0,0,0,0,61,-61,CT,186
867,Close Market door,B0rup,0,0,0,0,0,0,T,186
868,CT Left Side,B0rup,0,1,-1,0,30,-30,CT,186
869,CT Left Side,B0rup,0,0,0,0,0,0,T,186
870,Market Window Peek,B0rup,1,2,-1,71,410,-339,CT,186
871,Market Window Peek,B0rup,0,0,0,0,0,0,T,186
872,Sandwhich,B0rup,0,0,0,0,0,0,CT,186
873,Sandwhich,B0rup,0,0,0,0,0,0,T,186
874,Connector behind box,B0rup,0,0,0,0,0,0,CT,186
875,Connector behind box,B0rup,0,1,-1,0,100,-100,T,186
876,Middle Bench,B0rup,0,0,0,34,0,34,CT,186
877,Middle Bench,B0rup,0,0,0,0,0,0,T,186
878,Close Left CT A Ramp,B0rup,1,0,1,100,0,100,CT,186
879,Close Left CT A Ramp,B0rup,1,1,0,100,61,39,T,186
880,Murder Hole,B0rup,1,0,1,74,0,74,CT,186
881,Murder Hole,B0rup,0,1,-1,27,99,-72,T,186
882,Stairs Palace Peek,B0rup,0,1,-1,72,100,-28,CT,186
883,Stairs Palace Peek,B0rup,0,0,0,0,0,0,T,186
884,BombsiteB,B0rup,0,0,0,0,0,0,CT,186
885,BombsiteB,B0rup,0,1,-1,0,24,-24,T,186
886,Back Left B Site From T's' Perspective,B0rup,0,0,0,0,0,0,CT,186
887,Back Left B Site From T's' Perspective,B0rup,1,0,1,100,0,100,T,186
888,Deep T Apps Underpass STairs,B0rup,0,0,0,0,0,0,CT,186
889,Deep T Apps Underpass STairs,B0rup,2,0,2,200,27,173,T,186
890,Firebox,B0rup,0,0,0,0,0,0,CT,186
891,Firebox,B0rup,0,0,0,0,0,0,T,186
892,Right Side Connector,B0rup,0,0,0,0,0,0,CT,186
893,Right Side Connector,B0rup,2,0,2,200,0,200,T,186
894,Deep CT,B0rup,1,1,0,42,100,-58,CT,186
895,Deep CT,B0rup,0,0,0,0,0,0,T,186
896,Behind Big Boxes,B0rup,0,0,0,0,0,0,CT,186
897,Behind Big Boxes,B0rup,0,0,0,0,0,0,T,186
898,Right Side Platform,B0rup,0,0,0,0,0,0,CT,186
899,Right Side Platform,B0rup,1,0,1,145,90,55,T,186
900,Top Mid Boxes Left Side Peek,B0rup,0,0,0,0,0,0,CT,186
901,Top Mid Boxes Left Side Peek,B0rup,0,1,-1,0,100,-100,T,186
902,Top STairs,B0rup,1,0,1,10,0,10,CT,186
903,Top STairs,B0rup,0,0,0,0,0,0,T,186
904,Apartments Right CT Corner,B0rup,0,0,0,0,0,0,CT,186
905,Apartments Right CT Corner,B0rup,1,0,1,73,0,73,T,186
906,B site Market Plant,B0rup,0,0,0,80,0,80,CT,186
907,B site Market Plant,B0rup,0,0,0,0,0,0,T,186
908,Ninja,B0rup,1,0,1,180,0,180,CT,186
909,Ninja,B0rup,0,0,0,46,0,46,T,186
910,CT Outside Market,B0rup,0,0,0,52,0,52,CT,186
911,CT Outside Market,B0rup,0,0,0,0,0,0,T,186
912,T Deep Apps Underpass/Apps Peek,B0rup,0,0,0,0,0,0,CT,186
913,T Deep Apps Underpass/Apps Peek,B0rup,2,1,1,298,150,148,T,186
914,Left Side corner deep jungle,B0rup,1,0,1,90,78,12,CT,186
915,Left Side corner deep jungle,B0rup,0,1,-1,24,78,-54,T,186
916,Balcony Boaxes,B0rup,0,0,0,55,0,55,CT,186
917,Balcony Boaxes,B0rup,0,1,-1,0,100,-100,T,186
