,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
0,CT Catwalk,Konfig,10,7,3,1408,725,683,CT,563
1,CT Catwalk,Konfig,5,5,0,550,528,22,T,563
2,CT Side Apps,Konfig,5,3,2,540,348,192,CT,563
3,CT Side Apps,Konfig,6,11,-5,722,1187,-465,T,563
4,Left Side Platform,Konfig,5,5,0,446,506,-60,CT,563
5,Left Side Platform,Konfig,4,6,-2,455,647,-192,T,563
6,Deep Jungle,Konfig,7,1,6,573,259,314,CT,563
7,Deep Jungle,Konfig,9,13,-4,937,1292,-355,T,563
8,Deep Catwalk,Konfig,20,11,9,2160,1466,694,CT,563
9,Deep Catwalk,Konfig,6,7,-1,678,885,-207,T,563
10,Bottom Stairs,Konfig,4,5,-1,423,388,35,CT,563
11,Bottom Stairs,Konfig,15,10,5,1639,976,663,T,563
12,Ticketbooth ,Konfig,6,6,0,689,739,-50,CT,563
13,Ticketbooth ,Konfig,6,9,-3,690,783,-93,T,563
14,Top Mid Left Side,Konfig,2,1,1,200,198,2,CT,563
15,Top Mid Left Side,Konfig,5,11,-6,984,1534,-550,T,563
16,Triple Box,Konfig,5,4,1,604,361,243,CT,563
17,Triple Box,Konfig,6,11,-5,614,791,-177,T,563
18,A Ramp,Konfig,2,1,1,200,136,64,CT,563
19,A Ramp,Konfig,9,10,-1,1120,1186,-66,T,563
20,Mid Close Connector,Konfig,5,4,1,578,507,71,CT,563
21,Mid Close Connector,Konfig,1,7,-6,376,968,-592,T,563
22,CT Deep Catwalk Mid peek,Konfig,15,11,4,1487,1199,288,CT,563
23,CT Deep Catwalk Mid peek,Konfig,4,4,0,398,450,-52,T,563
24,Default A,Konfig,3,4,-1,318,459,-141,CT,563
25,Default A,Konfig,8,3,5,670,322,348,T,563
26,A Site,Konfig,0,1,-1,15,102,-87,CT,563
27,A Site,Konfig,5,10,-5,501,1025,-524,T,563
28,Bottom Connector,Konfig,3,3,0,195,331,-136,CT,563
29,Bottom Connector,Konfig,3,4,-1,365,244,121,T,563
30,Arch,Konfig,16,10,6,1341,1062,279,CT,563
31,Arch,Konfig,5,1,4,589,7,582,T,563
32,B Bombsite Cross to Catwalk,Konfig,3,3,0,365,288,77,CT,563
33,B Bombsite Cross to Catwalk,Konfig,4,3,1,419,409,10,T,563
34,Top Connector,Konfig,0,3,-3,42,257,-215,CT,563
35,Top Connector,Konfig,2,7,-5,329,557,-228,T,563
36,Top Mid,Konfig,3,1,2,376,110,266,CT,563
37,Top Mid,Konfig,4,4,0,463,542,-79,T,563
38,Catwalk T Aparments Peek,Konfig,3,3,0,506,365,141,CT,563
39,Catwalk T Aparments Peek,Konfig,5,3,2,306,367,-61,T,563
40,Deep CT,Konfig,3,4,-1,236,403,-167,CT,563
41,Deep CT,Konfig,4,1,3,393,172,221,T,563
42,A Site Exposed to Stairs Connector Cat,Konfig,5,3,2,447,380,67,CT,563
43,A Site Exposed to Stairs Connector Cat,Konfig,7,3,4,752,567,185,T,563
44,Back B Site Peeking Apps/Plat,Konfig,4,1,3,360,140,220,CT,563
45,Back B Site Peeking Apps/Plat,Konfig,3,6,-3,282,466,-184,T,563
46,Snipers Nest,Konfig,3,1,2,360,126,234,CT,563
47,Snipers Nest,Konfig,1,3,-2,121,337,-216,T,563
48,Right Side Connector,Konfig,0,1,-1,0,17,-17,CT,563
49,Right Side Connector,Konfig,2,4,-2,235,389,-154,T,563
50,Top Balcony,Konfig,1,2,-1,128,246,-118,CT,563
51,Top Balcony,Konfig,3,1,2,309,183,126,T,563
52,Catwalk Connector Peek,Konfig,8,4,4,726,502,224,CT,563
53,Catwalk Connector Peek,Konfig,9,1,8,945,403,542,T,563
54,Top Mid Catwalk,Konfig,3,3,0,272,300,-28,CT,563
55,Top Mid Catwalk,Konfig,0,0,0,27,70,-43,T,563
56,Close Market door,Konfig,2,3,-1,263,228,35,CT,563
57,Close Market door,Konfig,2,2,0,332,171,161,T,563
58,Close A Ramp,Konfig,0,0,0,28,0,28,CT,563
59,Close A Ramp,Konfig,4,6,-2,493,750,-257,T,563
60,Sandwhich,Konfig,1,5,-4,135,448,-313,CT,563
61,Sandwhich,Konfig,2,2,0,243,248,-5,T,563
62,market,Konfig,2,3,-1,209,467,-258,CT,563
63,market,Konfig,3,0,3,277,99,178,T,563
64,Top Mid Right Side,Konfig,0,0,0,0,0,0,CT,563
65,Top Mid Right Side,Konfig,3,3,0,378,413,-35,T,563
66,Underpass,Konfig,3,3,0,266,364,-98,CT,563
67,Underpass,Konfig,2,0,2,173,1,172,T,563
68,Bench,Konfig,9,5,4,970,487,483,CT,563
69,Bench,Konfig,4,0,4,193,0,193,T,563
70,Close Left CT A Ramp,Konfig,0,0,0,0,0,0,CT,563
71,Close Left CT A Ramp,Konfig,4,4,0,393,371,22,T,563
72,Underneath B apps plat,Konfig,6,1,5,330,334,-4,CT,563
73,Underneath B apps plat,Konfig,3,1,2,262,125,137,T,563
74,Back Left B Site From T's' Perspective,Konfig,5,2,3,386,226,160,CT,563
75,Back Left B Site From T's' Perspective,Konfig,2,2,0,200,142,58,T,563
76,CT Spawn,Konfig,3,2,1,231,220,11,CT,563
77,CT Spawn,Konfig,2,0,2,200,0,200,T,563
78,Deep T Apps,Konfig,2,0,2,161,85,76,CT,563
79,Deep T Apps,Konfig,0,2,-2,42,613,-571,T,563
80,Catwalk Plant B Site,Konfig,1,1,0,100,97,3,CT,563
81,Catwalk Plant B Site,Konfig,0,0,0,28,0,28,T,563
82,Connector behind box,Konfig,0,0,0,66,72,-6,CT,563
83,Connector behind box,Konfig,2,3,-1,295,267,28,T,563
84,Under window B apps,Konfig,4,1,3,483,124,359,CT,563
85,Under window B apps,Konfig,5,4,1,516,339,177,T,563
86,Ladder Room Catwalk Side,Konfig,3,4,-1,161,289,-128,CT,563
87,Ladder Room Catwalk Side,Konfig,1,1,0,100,77,23,T,563
88,Murder Hole,Konfig,1,1,0,103,100,3,CT,563
89,Murder Hole,Konfig,3,3,0,298,435,-137,T,563
90,Top Mid towards Apps,Konfig,2,0,2,61,0,61,CT,563
91,Top Mid towards Apps,Konfig,0,2,-2,204,287,-83,T,563
92,CT Left Side,Konfig,1,1,0,141,134,7,CT,563
93,CT Left Side,Konfig,1,0,1,100,39,61,T,563
94,Market Window Peek,Konfig,2,1,1,153,14,139,CT,563
95,Market Window Peek,Konfig,1,1,0,100,156,-56,T,563
96,Snipers Palace Peek,Konfig,3,1,2,101,100,1,CT,563
97,Snipers Palace Peek,Konfig,5,0,5,498,98,400,T,563
98,Firebox,Konfig,1,0,1,100,1,99,CT,563
99,Firebox,Konfig,0,2,-2,27,200,-173,T,563
100,Forest,Konfig,0,0,0,0,0,0,CT,563
101,Forest,Konfig,3,1,2,263,82,181,T,563
102,T Palace Stairs Peek,Konfig,0,1,-1,0,64,-64,CT,563
103,T Palace Stairs Peek,Konfig,0,1,-1,31,100,-69,T,563
104,Stairs Palace Peek,Konfig,4,3,1,371,309,62,CT,563
105,Stairs Palace Peek,Konfig,2,1,1,114,51,63,T,563
106,CT Outside Market,Konfig,1,1,0,100,10,90,CT,563
107,CT Outside Market,Konfig,2,1,1,200,95,105,T,563
108,T Deep Apps Underpass/Apps Peek,Konfig,0,1,-1,129,119,10,CT,563
109,T Deep Apps Underpass/Apps Peek,Konfig,0,0,0,0,2,-2,T,563
110,Ninja,Konfig,0,2,-2,119,200,-81,CT,563
111,Ninja,Konfig,0,0,0,0,0,0,T,563
112,Tetris,Konfig,0,0,0,22,0,22,CT,563
113,Tetris,Konfig,5,3,2,510,249,261,T,563
114,Register Market,Konfig,0,2,-2,52,108,-56,CT,563
115,Register Market,Konfig,0,0,0,0,0,0,T,563
116,Right Side Platform,Konfig,0,1,-1,44,100,-56,CT,563
117,Right Side Platform,Konfig,1,0,1,108,24,84,T,563
118,Top Mid Boxes Left Side Peek,Konfig,0,0,0,0,0,0,CT,563
119,Top Mid Boxes Left Side Peek,Konfig,2,0,2,182,18,164,T,563
120,Leftside Connector,Konfig,2,0,2,111,77,34,CT,563
121,Leftside Connector,Konfig,9,2,7,887,375,512,T,563
122,Van Barrel Peek,Konfig,2,1,1,111,100,11,CT,563
123,Van Barrel Peek,Konfig,1,1,0,100,87,13,T,563
124,Apartments Right CT Corner,Konfig,1,1,0,45,127,-82,CT,563
125,Apartments Right CT Corner,Konfig,0,2,-2,27,215,-188,T,563
126,Right Side Snipers Nest,Konfig,2,1,1,160,68,92,CT,563
127,Right Side Snipers Nest,Konfig,1,1,0,100,52,48,T,563
128,Inside Market Doors,Konfig,2,1,1,342,144,198,CT,563
129,Inside Market Doors,Konfig,5,2,3,431,73,358,T,563
130,Top Mid Boxes Right Side Peek,Konfig,1,0,1,68,0,68,CT,563
131,Top Mid Boxes Right Side Peek,Konfig,0,1,-1,49,129,-80,T,563
132,Behind Big Boxes,Konfig,0,0,0,16,0,16,CT,563
133,Behind Big Boxes,Konfig,1,0,1,106,120,-14,T,563
134,B Site Default Plant,Konfig,0,0,0,0,0,0,CT,563
135,B Site Default Plant,Konfig,0,1,-1,0,130,-130,T,563
136,Jungle Plant,Konfig,0,0,0,0,0,0,CT,563
137,Jungle Plant,Konfig,0,3,-3,43,229,-186,T,563
138,Left Side corner deep jungle,Konfig,0,0,0,0,0,0,CT,563
139,Left Side corner deep jungle,Konfig,0,1,-1,0,28,-28,T,563
140,Under balcony,Konfig,1,0,1,100,0,100,CT,563
141,Under balcony,Konfig,0,2,-2,0,109,-109,T,563
142,Deep Palace,Konfig,0,0,0,0,0,0,CT,563
143,Deep Palace,Konfig,2,0,2,119,94,25,T,563
144,Close Right Market Window,Konfig,3,1,2,299,100,199,CT,563
145,Close Right Market Window,Konfig,3,1,2,421,72,349,T,563
146,Back Right B Site from T's Perspective,Konfig,0,1,-1,38,100,-62,CT,563
147,Back Right B Site from T's Perspective,Konfig,1,0,1,100,21,79,T,563
148,Balcony Boaxes,Konfig,0,0,0,0,27,-27,CT,563
149,Balcony Boaxes,Konfig,0,3,-3,76,165,-89,T,563
150,Middle Bench,Konfig,1,0,1,100,26,74,CT,563
151,Middle Bench,Konfig,0,1,-1,0,64,-64,T,563
152,Deep T Apps Underpass STairs,Konfig,0,0,0,0,0,0,CT,563
153,Deep T Apps Underpass STairs,Konfig,2,1,1,276,100,176,T,563
154,Bench Closer to Tribox,Konfig,0,0,0,33,12,21,CT,563
155,Bench Closer to Tribox,Konfig,1,2,-1,282,147,135,T,563
156,Underpass Peek from Snipers,Konfig,0,0,0,9,31,-22,CT,563
157,Underpass Peek from Snipers,Konfig,0,0,0,0,0,0,T,563
158,T Spawn,Konfig,0,1,-1,35,100,-65,CT,563
159,T Spawn,Konfig,0,1,-1,1,100,-99,T,563
160,T Spawn towards Apps,Konfig,1,0,1,61,0,61,CT,563
161,T Spawn towards Apps,Konfig,2,0,2,135,0,135,T,563
162,Chair,Konfig,1,0,1,0,27,-27,CT,563
163,Chair,Konfig,0,0,0,87,82,5,T,563
164,Top STairs,Konfig,2,0,2,200,0,200,CT,563
165,Top STairs,Konfig,4,2,2,217,176,41,T,563
166,B site Market Plant,Konfig,5,0,5,346,93,253,CT,563
167,B site Market Plant,Konfig,1,0,1,100,0,100,T,563
168,Top Mid on top of Boxes,Konfig,0,0,0,0,0,0,CT,563
169,Top Mid on top of Boxes,Konfig,0,0,0,0,0,0,T,563
170,Semi Elevated CT Van,Konfig,1,1,0,100,100,0,CT,563
171,Semi Elevated CT Van,Konfig,0,0,0,0,0,0,T,563
172,Bottom Mid Ladder Room Peek,Konfig,1,0,1,100,42,58,CT,563
173,Bottom Mid Ladder Room Peek,Konfig,0,0,0,0,7,-7,T,563
174,Bottom Mid Boosting Snipers,Konfig,2,0,2,200,1,199,CT,563
175,Bottom Mid Boosting Snipers,Konfig,0,1,-1,42,67,-25,T,563
176,Stairs Smoke Platform,Konfig,0,1,-1,22,15,7,CT,563
177,Stairs Smoke Platform,Konfig,0,0,0,0,0,0,T,563
178,T Deep apps,Konfig,1,0,1,100,76,24,CT,563
179,T Deep apps,Konfig,0,1,-1,0,100,-100,T,563
180,Top Van,Konfig,0,0,0,0,0,0,CT,563
181,Top Van,Konfig,0,1,-1,1,100,-99,T,563
182,T Spawn A Ramp,Konfig,0,1,-1,0,100,-100,CT,563
183,T Spawn A Ramp,Konfig,3,0,3,296,178,118,T,563
184,BackHall,Konfig,0,1,-1,0,56,-56,CT,563
185,BackHall,Konfig,0,0,0,0,0,0,T,563
186,Mid Close Connector,BlameF,7,2,5,922,339,583,CT,563
187,Mid Close Connector,BlameF,14,14,0,1525,1276,249,T,563
188,Bottom Stairs,BlameF,17,8,9,1910,1305,605,CT,563
189,Bottom Stairs,BlameF,14,6,8,1288,689,599,T,563
190,Snipers Nest,BlameF,11,4,7,2120,714,1406,CT,563
191,Snipers Nest,BlameF,4,5,-1,334,685,-351,T,563
192,Deep Jungle,BlameF,13,5,8,1364,650,714,CT,563
193,Deep Jungle,BlameF,12,7,5,1300,934,366,T,563
194,Underpass,BlameF,5,6,-1,612,522,90,CT,563
195,Underpass,BlameF,3,3,0,328,611,-283,T,563
196,Ticketbooth ,BlameF,8,3,5,837,309,528,CT,563
197,Ticketbooth ,BlameF,2,2,0,119,234,-115,T,563
198,A Site,BlameF,1,2,-1,88,242,-154,CT,563
199,A Site,BlameF,4,13,-9,617,1266,-649,T,563
200,Default A,BlameF,3,2,1,216,200,16,CT,563
201,Default A,BlameF,2,2,0,84,327,-243,T,563
202,CT Side Apps,BlameF,1,3,-2,146,330,-184,CT,563
203,CT Side Apps,BlameF,10,12,-2,1089,1502,-413,T,563
204,Top Mid Left Side,BlameF,0,1,-1,41,100,-59,CT,563
205,Top Mid Left Side,BlameF,5,6,-1,679,913,-234,T,563
206,Top Mid,BlameF,13,8,5,1633,805,828,CT,563
207,Top Mid,BlameF,4,4,0,816,508,308,T,563
208,A Site Exposed to Stairs Connector Cat,BlameF,5,4,1,668,553,115,CT,563
209,A Site Exposed to Stairs Connector Cat,BlameF,1,3,-2,222,353,-131,T,563
210,Left Side Platform,BlameF,2,0,2,176,74,102,CT,563
211,Left Side Platform,BlameF,2,6,-4,234,527,-293,T,563
212,T Palace Stairs Peek,BlameF,1,0,1,100,19,81,CT,563
213,T Palace Stairs Peek,BlameF,0,3,-3,45,300,-255,T,563
214,CT Catwalk,BlameF,3,1,2,395,164,231,CT,563
215,CT Catwalk,BlameF,4,3,1,427,351,76,T,563
216,Deep Catwalk,BlameF,1,1,0,137,110,27,CT,563
217,Deep Catwalk,BlameF,3,2,1,244,178,66,T,563
218,Bottom Connector,BlameF,5,2,3,545,333,212,CT,563
219,Bottom Connector,BlameF,7,6,1,839,518,321,T,563
220,Snipers Palace Peek,BlameF,13,5,8,939,598,341,CT,563
221,Snipers Palace Peek,BlameF,2,1,1,184,107,77,T,563
222,Top Balcony,BlameF,1,4,-3,76,337,-261,CT,563
223,Top Balcony,BlameF,1,1,0,188,100,88,T,563
224,A Ramp,BlameF,2,1,1,350,148,202,CT,563
225,A Ramp,BlameF,6,6,0,744,722,22,T,563
226,Underneath B apps plat,BlameF,1,1,0,45,100,-55,CT,563
227,Underneath B apps plat,BlameF,1,3,-2,89,281,-192,T,563
228,Triple Box,BlameF,3,2,1,202,102,100,CT,563
229,Triple Box,BlameF,4,4,0,282,407,-125,T,563
230,Leftside Connector,BlameF,8,4,4,935,468,467,CT,563
231,Leftside Connector,BlameF,4,2,2,521,247,274,T,563
232,Close Market door,BlameF,6,7,-1,578,683,-105,CT,563
233,Close Market door,BlameF,0,0,0,0,0,0,T,563
234,Deep T Apps,BlameF,0,2,-2,0,210,-210,CT,563
235,Deep T Apps,BlameF,4,3,1,403,456,-53,T,563
236,market,BlameF,8,2,6,560,213,347,CT,563
237,market,BlameF,3,1,2,263,199,64,T,563
238,Deep Palace,BlameF,3,3,0,352,300,52,CT,563
239,Deep Palace,BlameF,2,1,1,158,216,-58,T,563
240,Right Side Snipers Nest,BlameF,4,5,-1,488,557,-69,CT,563
241,Right Side Snipers Nest,BlameF,2,0,2,200,22,178,T,563
242,Arch,BlameF,4,1,3,278,113,165,CT,563
243,Arch,BlameF,1,4,-3,147,295,-148,T,563
244,Catwalk T Aparments Peek,BlameF,1,2,-1,277,224,53,CT,563
245,Catwalk T Aparments Peek,BlameF,3,1,2,170,91,79,T,563
246,Catwalk Connector Peek,BlameF,0,0,0,84,0,84,CT,563
247,Catwalk Connector Peek,BlameF,8,5,3,693,609,84,T,563
248,Sandwhich,BlameF,0,0,0,0,0,0,CT,563
249,Sandwhich,BlameF,6,3,3,642,307,335,T,563
250,Top STairs,BlameF,2,4,-2,445,320,125,CT,563
251,Top STairs,BlameF,5,3,2,513,559,-46,T,563
252,Connector behind box,BlameF,5,2,3,665,326,339,CT,563
253,Connector behind box,BlameF,2,1,1,239,283,-44,T,563
254,CT Outside Market,BlameF,1,4,-3,257,327,-70,CT,563
255,CT Outside Market,BlameF,1,2,-1,137,200,-63,T,563
256,CT Deep Catwalk Mid peek,BlameF,0,0,0,0,4,-4,CT,563
257,CT Deep Catwalk Mid peek,BlameF,2,1,1,295,131,164,T,563
258,Back B Site Peeking Apps/Plat,BlameF,1,0,1,76,0,76,CT,563
259,Back B Site Peeking Apps/Plat,BlameF,2,3,-1,274,283,-9,T,563
260,Murder Hole,BlameF,6,1,5,592,87,505,CT,563
261,Murder Hole,BlameF,2,0,2,102,0,102,T,563
262,Close A Ramp,BlameF,0,1,-1,179,115,64,CT,563
263,Close A Ramp,BlameF,4,6,-2,634,548,86,T,563
264,T Deep Apps Underpass/Apps Peek,BlameF,0,1,-1,22,71,-49,CT,563
265,T Deep Apps Underpass/Apps Peek,BlameF,3,4,-1,321,421,-100,T,563
266,Left Side corner deep jungle,BlameF,7,2,5,770,254,516,CT,563
267,Left Side corner deep jungle,BlameF,2,0,2,93,0,93,T,563
268,B Bombsite Cross to Catwalk,BlameF,2,1,1,120,68,52,CT,563
269,B Bombsite Cross to Catwalk,BlameF,1,1,0,77,120,-43,T,563
270,Bench,BlameF,2,1,1,181,86,95,CT,563
271,Bench,BlameF,3,1,2,352,151,201,T,563
272,Deep CT,BlameF,5,4,1,475,483,-8,CT,563
273,Deep CT,BlameF,1,2,-1,127,200,-73,T,563
274,Stairs Palace Peek,BlameF,3,2,1,406,194,212,CT,563
275,Stairs Palace Peek,BlameF,2,4,-2,139,257,-118,T,563
276,Top Mid towards Apps,BlameF,0,1,-1,0,100,-100,CT,563
277,Top Mid towards Apps,BlameF,1,2,-1,166,165,1,T,563
278,Top Mid Catwalk,BlameF,0,0,0,0,0,0,CT,563
279,Top Mid Catwalk,BlameF,7,2,5,654,289,365,T,563
280,Back Right B Site from T's Perspective,BlameF,1,3,-2,209,260,-51,CT,563
281,Back Right B Site from T's Perspective,BlameF,0,0,0,0,0,0,T,563
282,Inside Market Doors,BlameF,4,2,2,452,306,146,CT,563
283,Inside Market Doors,BlameF,4,2,2,361,200,161,T,563
284,Top Connector,BlameF,1,1,0,223,113,110,CT,563
285,Top Connector,BlameF,3,1,2,520,150,370,T,563
286,Right Side Connector,BlameF,6,3,3,688,631,57,CT,563
287,Right Side Connector,BlameF,3,1,2,382,117,265,T,563
288,Deep T Apps Underpass STairs,BlameF,1,0,1,51,0,51,CT,563
289,Deep T Apps Underpass STairs,BlameF,4,1,3,375,279,96,T,563
290,Ladder Room Catwalk Side,BlameF,2,1,1,211,127,84,CT,563
291,Ladder Room Catwalk Side,BlameF,4,2,2,427,232,195,T,563
292,Ninja,BlameF,0,2,-2,0,181,-181,CT,563
293,Ninja,BlameF,0,0,0,0,0,0,T,563
294,Tetris,BlameF,0,0,0,21,0,21,CT,563
295,Tetris,BlameF,6,3,3,445,277,168,T,563
296,Back Left B Site From T's' Perspective,BlameF,4,3,1,404,232,172,CT,563
297,Back Left B Site From T's' Perspective,BlameF,0,0,0,0,0,0,T,563
298,Jungle Plant,BlameF,0,1,-1,32,33,-1,CT,563
299,Jungle Plant,BlameF,2,1,1,85,34,51,T,563
300,Close Left CT A Ramp,BlameF,0,0,0,56,35,21,CT,563
301,Close Left CT A Ramp,BlameF,1,0,1,270,0,270,T,563
302,Market Window Peek,BlameF,3,5,-2,155,514,-359,CT,563
303,Market Window Peek,BlameF,0,0,0,0,6,-6,T,563
304,Balcony Boaxes,BlameF,0,0,0,0,0,0,CT,563
305,Balcony Boaxes,BlameF,0,2,-2,45,183,-138,T,563
306,B site Market Plant,BlameF,1,0,1,100,0,100,CT,563
307,B site Market Plant,BlameF,0,2,-2,27,131,-104,T,563
308,Right Side Platform,BlameF,0,0,0,0,0,0,CT,563
309,Right Side Platform,BlameF,1,2,-1,100,200,-100,T,563
310,T Spawn towards Apps,BlameF,0,2,-2,0,200,-200,CT,563
311,T Spawn towards Apps,BlameF,1,0,1,100,0,100,T,563
312,Bench Closer to Tribox,BlameF,0,0,0,0,0,0,CT,563
313,Bench Closer to Tribox,BlameF,0,0,0,0,0,0,T,563
314,Forest,BlameF,2,1,1,110,26,84,CT,563
315,Forest,BlameF,0,0,0,0,0,0,T,563
316,Elevated Snipers Awp Peek,BlameF,0,0,0,0,0,0,CT,563
317,Elevated Snipers Awp Peek,BlameF,0,1,-1,0,19,-19,T,563
318,T Spawn,BlameF,1,1,0,26,100,-74,CT,563
319,T Spawn,BlameF,0,1,-1,27,32,-5,T,563
320,CT Spawn,BlameF,1,1,0,101,93,8,CT,563
321,CT Spawn,BlameF,0,0,0,0,0,0,T,563
322,Top Mid Boxes Left Side Peek,BlameF,0,0,0,0,0,0,CT,563
323,Top Mid Boxes Left Side Peek,BlameF,3,0,3,239,0,239,T,563
324,Top Mid Boxes Right Side Peek,BlameF,0,0,0,0,0,0,CT,563
325,Top Mid Boxes Right Side Peek,BlameF,2,1,1,276,100,176,T,563
326,Under window B apps,BlameF,0,0,0,32,0,32,CT,563
327,Under window B apps,BlameF,1,1,0,100,104,-4,T,563
328,Catwalk Plant B Site,BlameF,0,0,0,0,0,0,CT,563
329,Catwalk Plant B Site,BlameF,1,0,1,100,27,73,T,563
330,Firebox,BlameF,0,0,0,0,0,0,CT,563
331,Firebox,BlameF,1,1,0,2,100,-98,T,563
332,Bottom Mid Boosting Snipers,BlameF,1,0,1,100,229,-129,CT,563
333,Bottom Mid Boosting Snipers,BlameF,0,1,-1,0,21,-21,T,563
334,Semi Elevated CT Van,BlameF,0,0,0,0,0,0,CT,563
335,Semi Elevated CT Van,BlameF,0,0,0,0,0,0,T,563
336,Register Market,BlameF,0,0,0,28,0,28,CT,563
337,Register Market,BlameF,0,1,-1,0,46,-46,T,563
338,Close Right Market Window,BlameF,0,0,0,0,0,0,CT,563
339,Close Right Market Window,BlameF,0,1,-1,0,62,-62,T,563
340,Behind Big Boxes,BlameF,0,0,0,0,0,0,CT,563
341,Behind Big Boxes,BlameF,0,0,0,32,104,-72,T,563
342,Bench Closer To Jungle,BlameF,5,2,3,499,228,271,CT,563
343,Bench Closer To Jungle,BlameF,0,0,0,0,0,0,T,563
344,Deep T Spawn T Ramp,BlameF,0,0,0,0,0,0,CT,563
345,Deep T Spawn T Ramp,BlameF,0,1,-1,0,38,-38,T,563
346,Under balcony,BlameF,2,2,0,225,236,-11,CT,563
347,Under balcony,BlameF,0,0,0,0,0,0,T,563
348,Bottom Mid Ladder Room Peek,BlameF,0,0,0,0,10,-10,CT,563
349,Bottom Mid Ladder Room Peek,BlameF,2,1,1,200,64,136,T,563
350,T Spawn A Ramp,BlameF,1,1,0,100,84,16,CT,563
351,T Spawn A Ramp,BlameF,0,1,-1,0,206,-206,T,563
352,Top Mid Right Side,BlameF,0,0,0,0,0,0,CT,563
353,Top Mid Right Side,BlameF,2,1,1,321,113,208,T,563
354,Close Market Window,BlameF,0,0,0,39,0,39,CT,563
355,Close Market Window,BlameF,0,0,0,0,0,0,T,563
356,T Deep apps,BlameF,0,0,0,0,0,0,CT,563
357,T Deep apps,BlameF,1,0,1,100,0,100,T,563
358,B Site Default Plant,BlameF,1,0,1,102,5,97,CT,563
359,B Site Default Plant,BlameF,0,0,0,26,11,15,T,563
360,Chair,BlameF,0,0,0,0,0,0,CT,563
361,Chair,BlameF,2,1,1,203,152,51,T,563
362,CT Left Side,BlameF,0,0,0,164,43,121,CT,563
363,CT Left Side,BlameF,0,0,0,0,0,0,T,563
364,ExtendedA,BlameF,0,1,-1,0,21,-21,CT,563
365,ExtendedA,BlameF,0,0,0,0,0,0,T,563
366,Van Barrel Peek,BlameF,0,0,0,0,0,0,CT,563
367,Van Barrel Peek,BlameF,0,0,0,0,0,0,T,563
368,T Apps TV,BlameF,0,1,-1,0,100,-100,CT,563
369,T Apps TV,BlameF,0,0,0,0,0,0,T,563
370,Apartments Right CT Corner,BlameF,0,0,0,0,0,0,CT,563
371,Apartments Right CT Corner,BlameF,0,0,0,33,0,33,T,563
372,Ticketbooth ,Poizon,34,23,11,3534,2672,862,CT,535
373,Ticketbooth ,Poizon,5,5,0,449,454,-5,T,535
374,Bottom Stairs,Poizon,6,4,2,582,539,43,CT,535
375,Bottom Stairs,Poizon,3,8,-5,309,667,-358,T,535
376,Mid Close Connector,Poizon,5,6,-1,575,572,3,CT,535
377,Mid Close Connector,Poizon,4,6,-2,564,727,-163,T,535
378,A Ramp,Poizon,1,0,1,19,0,19,CT,535
379,A Ramp,Poizon,13,11,2,1249,1660,-411,T,535
380,CT Side Apps,Poizon,0,3,-3,52,255,-203,CT,535
381,CT Side Apps,Poizon,14,17,-3,1292,1854,-562,T,535
382,Top Balcony,Poizon,10,1,9,733,263,470,CT,535
383,Top Balcony,Poizon,5,6,-1,598,736,-138,T,535
384,Triple Box,Poizon,25,12,13,2458,1419,1039,CT,535
385,Triple Box,Poizon,1,7,-6,72,531,-459,T,535
386,Default A,Poizon,5,2,3,434,210,224,CT,535
387,Default A,Poizon,13,13,0,1315,1419,-104,T,535
388,Top Mid Left Side,Poizon,1,0,1,100,0,100,CT,535
389,Top Mid Left Side,Poizon,12,5,7,1454,821,633,T,535
390,A Site Exposed to Stairs Connector Cat,Poizon,3,7,-4,299,638,-339,CT,535
391,A Site Exposed to Stairs Connector Cat,Poizon,3,5,-2,410,535,-125,T,535
392,A Site,Poizon,1,3,-2,35,297,-262,CT,535
393,A Site,Poizon,9,8,1,781,882,-101,T,535
394,Deep Jungle,Poizon,4,6,-2,342,492,-150,CT,535
395,Deep Jungle,Poizon,4,4,0,227,309,-82,T,535
396,Catwalk Connector Peek,Poizon,3,1,2,306,126,180,CT,535
397,Catwalk Connector Peek,Poizon,3,9,-6,473,887,-414,T,535
398,Bench,Poizon,1,1,0,121,100,21,CT,535
399,Bench,Poizon,1,2,-1,171,77,94,T,535
400,Close A Ramp,Poizon,0,0,0,0,0,0,CT,535
401,Close A Ramp,Poizon,2,7,-5,219,626,-407,T,535
402,T Palace Stairs Peek,Poizon,0,1,-1,84,141,-57,CT,535
403,T Palace Stairs Peek,Poizon,7,3,4,565,716,-151,T,535
404,B Bombsite Cross to Catwalk,Poizon,0,0,0,0,0,0,CT,535
405,B Bombsite Cross to Catwalk,Poizon,3,5,-2,187,261,-74,T,535
406,Snipers Nest,Poizon,8,3,5,1120,734,386,CT,535
407,Snipers Nest,Poizon,0,1,-1,69,43,26,T,535
408,Bottom Connector,Poizon,1,6,-5,226,622,-396,CT,535
409,Bottom Connector,Poizon,3,3,0,366,280,86,T,535
410,Deep Catwalk,Poizon,5,7,-2,565,682,-117,CT,535
411,Deep Catwalk,Poizon,0,2,-2,0,218,-218,T,535
412,Catwalk T Aparments Peek,Poizon,4,3,1,228,324,-96,CT,535
413,Catwalk T Aparments Peek,Poizon,4,5,-1,430,450,-20,T,535
