,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Damage Diff Per 30,KD Diff Per 30,Kills Per 30,Deaths Per 30,Damage Dealt Per 30,Damage Taken Per 30
8292,Van Barrel Peek,interz,0,0,0,24,85,-61,CT,69,-26.521739130434785,0.0,0.0,0.0,10.434782608695652,36.95652173913043
8293,Van Barrel Peek,interz,4,4,0,453,386,67,T,120,16.75,0.0,1.0,1.0,113.25,96.5
8294,Left Side Platform,interz,2,0,2,190,28,162,CT,69,70.43478260869566,0.8695652173913043,0.8695652173913043,0.0,82.6086956521739,12.173913043478262
8295,Left Side Platform,interz,3,1,2,385,247,138,T,120,34.5,0.5,0.75,0.25,96.25,61.74999999999999
8296,Stairs Palace Peek,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8297,Stairs Palace Peek,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8298,Sandwhich,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8299,Sandwhich,interz,3,2,1,370,209,161,T,120,40.25,0.25,0.75,0.5,92.5,52.25
8300,Underneath B apps plat,interz,0,1,-1,43,100,-57,CT,69,-24.782608695652176,-0.43478260869565216,0.0,0.43478260869565216,18.695652173913043,43.47826086956522
8301,Underneath B apps plat,interz,4,1,3,376,204,172,T,120,43.0,0.75,1.0,0.25,94.0,51.0
8302,Deep Jungle,interz,2,1,1,178,117,61,CT,69,26.521739130434785,0.43478260869565216,0.8695652173913043,0.43478260869565216,77.39130434782608,50.869565217391305
8303,Deep Jungle,interz,2,0,2,212,0,212,T,120,53.0,0.5,0.5,0.0,53.0,0.0
8304,Deep CT,interz,1,1,0,161,100,61,CT,69,26.521739130434785,0.0,0.43478260869565216,0.43478260869565216,70.0,43.47826086956522
8305,Deep CT,interz,0,1,-1,0,100,-100,T,120,-25.0,-0.25,0.0,0.25,0.0,25.0
8306,A Site Exposed to Stairs Connector Cat,interz,0,1,-1,0,60,-60,CT,69,-26.08695652173913,-0.43478260869565216,0.0,0.43478260869565216,0.0,26.08695652173913
8307,A Site Exposed to Stairs Connector Cat,interz,1,2,-1,29,200,-171,T,120,-42.75,-0.25,0.25,0.5,7.25,50.0
8308,CT Catwalk,interz,2,0,2,109,82,27,CT,69,11.73913043478261,0.8695652173913043,0.8695652173913043,0.0,47.391304347826086,35.65217391304348
8309,CT Catwalk,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8310,Deep Catwalk,interz,0,0,0,29,0,29,CT,69,12.608695652173912,0.0,0.0,0.0,12.608695652173912,0.0
8311,Deep Catwalk,interz,0,2,-2,0,200,-200,T,120,-50.0,-0.5,0.0,0.5,0.0,50.0
8312,Semi Elevated CT Van,interz,0,1,-1,91,131,-40,CT,69,-17.391304347826086,-0.43478260869565216,0.0,0.43478260869565216,39.56521739130435,56.95652173913044
8313,Semi Elevated CT Van,interz,0,0,0,0,48,-48,T,120,-12.0,0.0,0.0,0.0,0.0,12.0
8314,Back Left B Site From T's' Perspective,interz,2,1,1,231,100,131,CT,69,56.95652173913044,0.43478260869565216,0.8695652173913043,0.43478260869565216,100.43478260869566,43.47826086956522
8315,Back Left B Site From T's' Perspective,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8316,T Spawn A Ramp,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8317,T Spawn A Ramp,interz,0,3,-3,57,343,-286,T,120,-71.5,-0.75,0.0,0.75,14.25,85.75
8318,Catwalk Plant B Site,interz,2,1,1,226,123,103,CT,69,44.78260869565217,0.43478260869565216,0.8695652173913043,0.43478260869565216,98.26086956521739,53.47826086956522
8319,Catwalk Plant B Site,interz,0,1,-1,0,100,-100,T,120,-25.0,-0.25,0.0,0.25,0.0,25.0
8320,A Ramp,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8321,A Ramp,interz,3,3,0,454,483,-29,T,120,-7.25,0.0,0.75,0.75,113.5,120.75000000000001
8322,Snipers Nest,interz,0,1,-1,36,67,-31,CT,69,-13.478260869565217,-0.43478260869565216,0.0,0.43478260869565216,15.652173913043478,29.130434782608695
8323,Snipers Nest,interz,0,2,-2,57,200,-143,T,120,-35.75,-0.5,0.0,0.5,14.25,50.0
8324,Underpass,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8325,Underpass,interz,0,1,-1,0,100,-100,T,120,-25.0,-0.25,0.0,0.25,0.0,25.0
8326,Close Market door,interz,0,1,-1,128,103,25,CT,69,10.869565217391305,-0.43478260869565216,0.0,0.43478260869565216,55.65217391304348,44.78260869565217
8327,Close Market door,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8328,B Bombsite Cross to Catwalk,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8329,B Bombsite Cross to Catwalk,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8330,Top STairs,interz,1,0,1,33,0,33,CT,69,14.347826086956522,0.43478260869565216,0.43478260869565216,0.0,14.347826086956522,0.0
8331,Top STairs,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8332,Tetris,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8333,Tetris,interz,0,2,-2,42,134,-92,T,120,-23.0,-0.5,0.0,0.5,10.5,33.5
8334,Right Side Platform,interz,1,1,0,184,104,80,CT,69,34.78260869565217,0.0,0.43478260869565216,0.43478260869565216,80.0,45.21739130434783
8335,Right Side Platform,interz,1,1,0,170,198,-28,T,120,-7.0,0.0,0.25,0.25,42.5,49.5
8336,Close Left CT A Ramp,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8337,Close Left CT A Ramp,interz,0,1,-1,0,60,-60,T,120,-15.0,-0.25,0.0,0.25,0.0,15.0
8338,Bottom Connector,interz,0,1,-1,0,100,-100,CT,69,-43.47826086956522,-0.43478260869565216,0.0,0.43478260869565216,0.0,43.47826086956522
8339,Bottom Connector,interz,1,0,1,100,0,100,T,120,25.0,0.25,0.25,0.0,25.0,0.0
8340,B Site Default Plant,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8341,B Site Default Plant,interz,2,1,1,155,1,154,T,120,38.5,0.25,0.5,0.25,38.75,0.25
8342,Snipers Palace Peek,interz,1,0,1,103,54,49,CT,69,21.304347826086957,0.43478260869565216,0.43478260869565216,0.0,44.78260869565217,23.47826086956522
8343,Snipers Palace Peek,interz,0,2,-2,22,170,-148,T,120,-37.0,-0.5,0.0,0.5,5.5,42.5
8344,Close A Ramp,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8345,Close A Ramp,interz,0,1,-1,23,100,-77,T,120,-19.25,-0.25,0.0,0.25,5.75,25.0
8346,Bottom Stairs,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8347,Bottom Stairs,interz,0,0,0,71,97,-26,T,120,-6.5,0.0,0.0,0.0,17.75,24.25
8348,T Apps TV,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8349,T Apps TV,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8350,Under balcony,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8351,Under balcony,interz,1,0,1,100,133,-33,T,120,-8.25,0.25,0.25,0.0,25.0,33.25
8352,Balcony Boaxes,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8353,Balcony Boaxes,interz,1,0,1,82,0,82,T,120,20.5,0.25,0.25,0.0,20.5,0.0
8354,Apartments Right CT Corner,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8355,Apartments Right CT Corner,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8356,Firebox,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8357,Firebox,interz,3,1,2,229,122,107,T,120,26.75,0.5,0.75,0.25,57.25,30.5
8358,BackRoad,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8359,BackRoad,interz,0,1,-1,0,21,-21,T,120,-5.25,-0.25,0.0,0.25,0.0,5.25
8360,CT Deep Catwalk Mid peek,interz,0,1,-1,0,100,-100,CT,69,-43.47826086956522,-0.43478260869565216,0.0,0.43478260869565216,0.0,43.47826086956522
8361,CT Deep Catwalk Mid peek,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8362,Forest,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8363,Forest,interz,1,0,1,30,63,-33,T,120,-8.25,0.25,0.25,0.0,7.5,15.75
8364,market,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8365,market,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8366,T Deep Apps Underpass/Apps Peek,interz,0,0,0,27,44,-17,CT,69,-7.391304347826087,0.0,0.0,0.0,11.73913043478261,19.130434782608695
8367,T Deep Apps Underpass/Apps Peek,interz,1,0,1,41,0,41,T,120,10.25,0.25,0.25,0.0,10.25,0.0
8368,Jungle Plant,interz,0,1,-1,26,56,-30,CT,69,-13.043478260869565,-0.43478260869565216,0.0,0.43478260869565216,11.304347826086957,24.347826086956523
8369,Jungle Plant,interz,0,0,0,4,0,4,T,120,1.0,0.0,0.0,0.0,1.0,0.0
8370,Right Side Connector,interz,0,1,-1,66,87,-21,CT,69,-9.130434782608695,-0.43478260869565216,0.0,0.43478260869565216,28.695652173913043,37.82608695652174
8371,Right Side Connector,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8372,CT Outside Market,interz,0,1,-1,66,96,-30,CT,69,-13.043478260869565,-0.43478260869565216,0.0,0.43478260869565216,28.695652173913043,41.73913043478261
8373,CT Outside Market,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8374,B site Market Plant,interz,2,1,1,220,88,132,CT,69,57.391304347826086,0.43478260869565216,0.8695652173913043,0.43478260869565216,95.65217391304347,38.26086956521739
8375,B site Market Plant,interz,1,0,1,66,0,66,T,120,16.5,0.25,0.25,0.0,16.5,0.0
8376,Ninja,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8377,Ninja,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8378,Back Right B Site from T's Perspective,interz,1,0,1,100,33,67,CT,69,29.130434782608695,0.43478260869565216,0.43478260869565216,0.0,43.47826086956522,14.347826086956522
8379,Back Right B Site from T's Perspective,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8380,Deep T Apps,interz,1,0,1,100,95,5,CT,69,2.1739130434782608,0.43478260869565216,0.43478260869565216,0.0,43.47826086956522,41.30434782608695
8381,Deep T Apps,interz,1,1,0,138,245,-107,T,120,-26.75,0.0,0.25,0.25,34.5,61.24999999999999
8382,Arch,interz,0,0,0,50,0,50,CT,69,21.73913043478261,0.0,0.0,0.0,21.73913043478261,0.0
8383,Arch,interz,0,1,-1,52,32,20,T,120,5.0,-0.25,0.0,0.25,13.0,8.0
8384,Leftside Connector,interz,0,0,0,0,0,0,CT,69,0.0,0.0,0.0,0.0,0.0,0.0
8385,Leftside Connector,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8386,Top Van,interz,0,1,-1,0,15,-15,CT,69,-6.521739130434782,-0.43478260869565216,0.0,0.43478260869565216,0.0,6.521739130434782
8387,Top Van,interz,0,0,0,0,0,0,T,120,0.0,0.0,0.0,0.0,0.0,0.0
8388,A Ramp,KRIMZ,4,2,2,369,201,168,CT,57,88.42105263157895,1.0526315789473684,2.1052631578947367,1.0526315789473684,194.21052631578948,105.78947368421052
8389,A Ramp,KRIMZ,0,4,-4,155,336,-181,T,55,-98.72727272727273,-2.1818181818181817,0.0,2.1818181818181817,84.54545454545455,183.27272727272728
8390,Default A,KRIMZ,0,4,-4,80,400,-320,CT,57,-168.42105263157893,-2.1052631578947367,0.0,2.1052631578947367,42.10526315789473,210.52631578947367
8391,Default A,KRIMZ,3,1,2,300,160,140,T,55,76.36363636363636,1.0909090909090908,1.6363636363636362,0.5454545454545454,163.63636363636363,87.27272727272728
8392,Ticketbooth ,KRIMZ,5,2,3,626,305,321,CT,57,168.94736842105263,1.5789473684210527,2.631578947368421,1.0526315789473684,329.4736842105263,160.5263157894737
8393,Ticketbooth ,KRIMZ,0,1,-1,0,100,-100,T,55,-54.54545454545455,-0.5454545454545454,0.0,0.5454545454545454,0.0,54.54545454545455
8394,A Site,KRIMZ,0,0,0,58,0,58,CT,57,30.526315789473685,0.0,0.0,0.0,30.526315789473685,0.0
8395,A Site,KRIMZ,2,3,-1,224,279,-55,T,55,-30.0,-0.5454545454545454,1.0909090909090908,1.6363636363636362,122.18181818181817,152.18181818181816
8396,Bottom Stairs,KRIMZ,4,1,3,312,180,132,CT,57,69.47368421052632,1.5789473684210527,2.1052631578947367,0.5263157894736842,164.21052631578948,94.73684210526316
8397,Bottom Stairs,KRIMZ,1,1,0,100,7,93,T,55,50.72727272727273,0.0,0.5454545454545454,0.5454545454545454,54.54545454545455,3.818181818181818
8398,Top Balcony,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8399,Top Balcony,KRIMZ,5,3,2,526,423,103,T,55,56.18181818181819,1.0909090909090908,2.7272727272727275,1.6363636363636362,286.90909090909093,230.72727272727272
8400,T Palace Stairs Peek,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8401,T Palace Stairs Peek,KRIMZ,1,2,-1,193,216,-23,T,55,-12.545454545454545,-0.5454545454545454,0.5454545454545454,1.0909090909090908,105.27272727272728,117.81818181818181
8402,Deep Jungle,KRIMZ,2,1,1,115,135,-20,CT,57,-10.526315789473683,0.5263157894736842,1.0526315789473684,0.5263157894736842,60.526315789473685,71.05263157894737
8403,Deep Jungle,KRIMZ,3,1,2,231,100,131,T,55,71.45454545454545,1.0909090909090908,1.6363636363636362,0.5454545454545454,126.0,54.54545454545455
8404,Top Mid,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8405,Top Mid,KRIMZ,0,1,-1,0,18,-18,T,55,-9.818181818181818,-0.5454545454545454,0.0,0.5454545454545454,0.0,9.818181818181818
8406,Tetris,KRIMZ,0,0,0,32,24,8,CT,57,4.2105263157894735,0.0,0.0,0.0,16.842105263157894,12.631578947368421
8407,Tetris,KRIMZ,1,1,0,100,160,-60,T,55,-32.72727272727273,0.0,0.5454545454545454,0.5454545454545454,54.54545454545455,87.27272727272728
8408,A Site Exposed to Stairs Connector Cat,KRIMZ,1,0,1,67,0,67,CT,57,35.26315789473684,0.5263157894736842,0.5263157894736842,0.0,35.26315789473684,0.0
8409,A Site Exposed to Stairs Connector Cat,KRIMZ,1,0,1,100,109,-9,T,55,-4.909090909090909,0.5454545454545454,0.5454545454545454,0.0,54.54545454545455,59.45454545454546
8410,Left Side Platform,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8411,Left Side Platform,KRIMZ,0,1,-1,23,22,1,T,55,0.5454545454545454,-0.5454545454545454,0.0,0.5454545454545454,12.545454545454545,12.0
8412,Bottom Connector,KRIMZ,0,0,0,75,91,-16,CT,57,-8.421052631578947,0.0,0.0,0.0,39.473684210526315,47.89473684210527
8413,Bottom Connector,KRIMZ,0,2,-2,0,200,-200,T,55,-109.0909090909091,-1.0909090909090908,0.0,1.0909090909090908,0.0,109.0909090909091
8414,CT Deep Catwalk Mid peek,KRIMZ,1,1,0,147,154,-7,CT,57,-3.6842105263157894,0.0,0.5263157894736842,0.5263157894736842,77.36842105263158,81.05263157894737
8415,CT Deep Catwalk Mid peek,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8416,Deep Catwalk,KRIMZ,0,1,-1,0,100,-100,CT,57,-52.63157894736842,-0.5263157894736842,0.0,0.5263157894736842,0.0,52.63157894736842
8417,Deep Catwalk,KRIMZ,1,0,1,134,153,-19,T,55,-10.363636363636363,0.5454545454545454,0.5454545454545454,0.0,73.0909090909091,83.45454545454545
8418,market,KRIMZ,2,3,-1,261,300,-39,CT,57,-20.526315789473685,-0.5263157894736842,1.0526315789473684,1.5789473684210527,137.36842105263156,157.89473684210526
8419,market,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8420,Top Mid Left Side,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8421,Top Mid Left Side,KRIMZ,1,2,-1,134,166,-32,T,55,-17.454545454545453,-0.5454545454545454,0.5454545454545454,1.0909090909090908,73.0909090909091,90.54545454545455
8422,Back B Site Peeking Apps/Plat,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8423,Back B Site Peeking Apps/Plat,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8424,Bench,KRIMZ,0,1,-1,0,13,-13,CT,57,-6.842105263157895,-0.5263157894736842,0.0,0.5263157894736842,0.0,6.842105263157895
8425,Bench,KRIMZ,1,0,1,12,99,-87,T,55,-47.45454545454545,0.5454545454545454,0.5454545454545454,0.0,6.545454545454545,54.0
8426,CT Outside Market,KRIMZ,0,1,-1,0,100,-100,CT,57,-52.63157894736842,-0.5263157894736842,0.0,0.5263157894736842,0.0,52.63157894736842
8427,CT Outside Market,KRIMZ,0,1,-1,0,12,-12,T,55,-6.545454545454545,-0.5454545454545454,0.0,0.5454545454545454,0.0,6.545454545454545
8428,Back Left B Site From T's' Perspective,KRIMZ,1,1,0,169,100,69,CT,57,36.31578947368421,0.0,0.5263157894736842,0.5263157894736842,88.94736842105263,52.63157894736842
8429,Back Left B Site From T's' Perspective,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8430,Back Right B Site from T's Perspective,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8431,Back Right B Site from T's Perspective,KRIMZ,0,1,-1,0,1,-1,T,55,-0.5454545454545454,-0.5454545454545454,0.0,0.5454545454545454,0.0,0.5454545454545454
8432,Bench Closer To Jungle,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8433,Bench Closer To Jungle,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8434,Top Connector,KRIMZ,0,0,0,0,6,-6,CT,57,-3.1578947368421053,0.0,0.0,0.0,0.0,3.1578947368421053
8435,Top Connector,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8436,CT Left Side,KRIMZ,1,1,0,117,127,-10,CT,57,-5.263157894736842,0.0,0.5263157894736842,0.5263157894736842,61.578947368421055,66.84210526315789
8437,CT Left Side,KRIMZ,0,0,0,14,0,14,T,55,7.636363636363636,0.0,0.0,0.0,7.636363636363636,0.0
8438,Top Mid Catwalk,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8439,Top Mid Catwalk,KRIMZ,0,1,-1,74,128,-54,T,55,-29.454545454545453,-0.5454545454545454,0.0,0.5454545454545454,40.36363636363637,69.81818181818181
8440,CT Side Apps,KRIMZ,0,1,-1,27,100,-73,CT,57,-38.421052631578945,-0.5263157894736842,0.0,0.5263157894736842,14.210526315789473,52.63157894736842
8441,CT Side Apps,KRIMZ,1,1,0,19,178,-159,T,55,-86.72727272727273,0.0,0.5454545454545454,0.5454545454545454,10.363636363636363,97.0909090909091
8442,Deep Palace,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8443,Deep Palace,KRIMZ,2,1,1,212,226,-14,T,55,-7.636363636363636,0.5454545454545454,1.0909090909090908,0.5454545454545454,115.63636363636364,123.27272727272728
8444,Mid Close Connector,KRIMZ,7,1,6,650,155,495,CT,57,260.5263157894737,3.1578947368421053,3.6842105263157894,0.5263157894736842,342.10526315789474,81.57894736842105
8445,Mid Close Connector,KRIMZ,0,1,-1,0,135,-135,T,55,-73.63636363636364,-0.5454545454545454,0.0,0.5454545454545454,0.0,73.63636363636364
8446,Catwalk Connector Peek,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8447,Catwalk Connector Peek,KRIMZ,0,1,-1,81,62,19,T,55,10.363636363636363,-0.5454545454545454,0.0,0.5454545454545454,44.18181818181818,33.81818181818181
8448,Close Market door,KRIMZ,5,2,3,273,262,11,CT,57,5.789473684210526,1.5789473684210527,2.631578947368421,1.0526315789473684,143.6842105263158,137.89473684210526
8449,Close Market door,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8450,Triple Box,KRIMZ,1,0,1,53,0,53,CT,57,27.894736842105264,0.5263157894736842,0.5263157894736842,0.0,27.894736842105264,0.0
8451,Triple Box,KRIMZ,2,1,1,281,98,183,T,55,99.81818181818181,0.5454545454545454,1.0909090909090908,0.5454545454545454,153.27272727272728,53.45454545454545
8452,Connector behind box,KRIMZ,0,1,-1,0,100,-100,CT,57,-52.63157894736842,-0.5263157894736842,0.0,0.5263157894736842,0.0,52.63157894736842
8453,Connector behind box,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8454,CT Catwalk,KRIMZ,0,0,0,3,0,3,CT,57,1.5789473684210527,0.0,0.0,0.0,1.5789473684210527,0.0
8455,CT Catwalk,KRIMZ,0,1,-1,0,100,-100,T,55,-54.54545454545455,-0.5454545454545454,0.0,0.5454545454545454,0.0,54.54545454545455
8456,Under balcony,KRIMZ,1,1,0,172,100,72,CT,57,37.89473684210526,0.0,0.5263157894736842,0.5263157894736842,90.52631578947368,52.63157894736842
8457,Under balcony,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8458,T Spawn A Ramp,KRIMZ,0,1,-1,39,100,-61,CT,57,-32.10526315789474,-0.5263157894736842,0.0,0.5263157894736842,20.526315789473685,52.63157894736842
8459,T Spawn A Ramp,KRIMZ,0,1,-1,50,100,-50,T,55,-27.272727272727273,-0.5454545454545454,0.0,0.5454545454545454,27.272727272727273,54.54545454545455
8460,Top Mid Boxes Left Side Peek,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8461,Top Mid Boxes Left Side Peek,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8462,Deep CT,KRIMZ,1,0,1,240,0,240,CT,57,126.3157894736842,0.5263157894736842,0.5263157894736842,0.0,126.3157894736842,0.0
8463,Deep CT,KRIMZ,1,1,0,28,59,-31,T,55,-16.909090909090907,0.0,0.5454545454545454,0.5454545454545454,15.272727272727272,32.18181818181818
8464,CT Spawn,KRIMZ,0,1,-1,0,33,-33,CT,57,-17.36842105263158,-0.5263157894736842,0.0,0.5263157894736842,0.0,17.36842105263158
8465,CT Spawn,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8466,Deep T Apps,KRIMZ,0,2,-2,107,200,-93,CT,57,-48.94736842105263,-1.0526315789473684,0.0,1.0526315789473684,56.31578947368421,105.26315789473684
8467,Deep T Apps,KRIMZ,0,0,0,0,53,-53,T,55,-28.90909090909091,0.0,0.0,0.0,0.0,28.90909090909091
8468,Arch,KRIMZ,1,1,0,92,100,-8,CT,57,-4.2105263157894735,0.0,0.5263157894736842,0.5263157894736842,48.421052631578945,52.63157894736842
8469,Arch,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8470,T Apps TV,KRIMZ,1,0,1,10,0,10,CT,57,5.263157894736842,0.5263157894736842,0.5263157894736842,0.0,5.263157894736842,0.0
8471,T Apps TV,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8472,T Deep apps,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8473,T Deep apps,KRIMZ,0,1,-1,34,100,-66,T,55,-36.0,-0.5454545454545454,0.0,0.5454545454545454,18.545454545454547,54.54545454545455
8474,BombsiteB,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8475,BombsiteB,KRIMZ,0,1,-1,0,100,-100,T,55,-54.54545454545455,-0.5454545454545454,0.0,0.5454545454545454,0.0,54.54545454545455
8476,Bottom Mid Ladder Room Peek,KRIMZ,0,1,-1,0,100,-100,CT,57,-52.63157894736842,-0.5263157894736842,0.0,0.5263157894736842,0.0,52.63157894736842
8477,Bottom Mid Ladder Room Peek,KRIMZ,1,0,1,101,3,98,T,55,53.45454545454545,0.5454545454545454,0.5454545454545454,0.0,55.09090909090909,1.6363636363636362
8478,Close A Ramp,KRIMZ,1,1,0,53,100,-47,CT,57,-24.736842105263158,0.0,0.5263157894736842,0.5263157894736842,27.894736842105264,52.63157894736842
8479,Close A Ramp,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8480,Snipers Nest,KRIMZ,2,0,2,217,60,157,CT,57,82.63157894736842,1.0526315789473684,1.0526315789473684,0.0,114.21052631578947,31.57894736842105
8481,Snipers Nest,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8482,Top Mid towards Apps,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8483,Top Mid towards Apps,KRIMZ,0,0,0,0,1,-1,T,55,-0.5454545454545454,0.0,0.0,0.0,0.0,0.5454545454545454
8484,Under window B apps,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8485,Under window B apps,KRIMZ,0,0,0,9,0,9,T,55,4.909090909090909,0.0,0.0,0.0,4.909090909090909,0.0
8486,Sandwhich,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8487,Sandwhich,KRIMZ,1,1,0,59,100,-41,T,55,-22.363636363636363,0.0,0.5454545454545454,0.5454545454545454,32.18181818181818,54.54545454545455
8488,Close Left CT A Ramp,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8489,Close Left CT A Ramp,KRIMZ,0,0,0,0,0,0,T,55,0.0,0.0,0.0,0.0,0.0,0.0
8490,B Site Default Plant,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8491,B Site Default Plant,KRIMZ,0,1,-1,26,47,-21,T,55,-11.454545454545455,-0.5454545454545454,0.0,0.5454545454545454,14.181818181818182,25.636363636363633
8492,Left Side corner deep jungle,KRIMZ,0,0,0,0,0,0,CT,57,0.0,0.0,0.0,0.0,0.0,0.0
8493,Left Side corner deep jungle,KRIMZ,1,0,1,64,0,64,T,55,34.90909090909091,0.5454545454545454,0.5454545454545454,0.0,34.90909090909091,0.0
