,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Damage Diff Per 30,KD Diff Per 30,Kills Per 30,Deaths Per 30,Damage Dealt Per 30,Damage Taken Per 30
989,T Deep Apps Underpass/Apps Peek,huNter-,0,0,0,0,1,-1,T,176,-0.17045454545454547,0.0,0.0,0.0,0.0,0.17045454545454547
990,Bottom Mid Boosting Snipers,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
991,Bottom Mid Boosting Snipers,huNter-,0,1,-1,11,100,-89,T,176,-15.170454545454547,-0.17045454545454547,0.0,0.17045454545454547,1.875,17.045454545454547
992,Catwalk Plant B Site,huNter-,3,0,3,365,0,365,CT,141,77.65957446808511,0.6382978723404256,0.6382978723404256,0.0,77.65957446808511,0.0
993,Catwalk Plant B Site,huNter-,2,0,2,225,61,164,T,176,27.954545454545453,0.34090909090909094,0.34090909090909094,0.0,38.35227272727273,10.397727272727273
994,T apps entrance close left,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
995,T apps entrance close left,huNter-,0,1,-1,0,100,-100,T,176,-17.045454545454547,-0.17045454545454547,0.0,0.17045454545454547,0.0,17.045454545454547
996,Bench Closer To Jungle,huNter-,0,0,0,0,100,-100,CT,141,-21.27659574468085,0.0,0.0,0.0,0.0,21.27659574468085
997,Bench Closer To Jungle,huNter-,3,1,2,159,170,-11,T,176,-1.875,0.34090909090909094,0.5113636363636364,0.17045454545454547,27.102272727272727,28.977272727272727
998,Flowerpot CT,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
999,Flowerpot CT,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1000,Deep T Spawn T Ramp,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
1001,Deep T Spawn T Ramp,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1002,Deep T Apps Underpass STairs,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
1003,Deep T Apps Underpass STairs,huNter-,2,1,1,224,100,124,T,176,21.136363636363637,0.17045454545454547,0.34090909090909094,0.17045454545454547,38.18181818181818,17.045454545454547
1004,Top Mid Boxes Left Side Peek,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
1005,Top Mid Boxes Left Side Peek,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1006,Top Mid towards Apps,huNter-,0,1,-1,51,100,-49,CT,141,-10.425531914893616,-0.2127659574468085,0.0,0.2127659574468085,10.851063829787234,21.27659574468085
1007,Top Mid towards Apps,huNter-,0,0,0,21,0,21,T,176,3.5795454545454546,0.0,0.0,0.0,3.5795454545454546,0.0
1008,Top Van,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
1009,Top Van,huNter-,1,1,0,161,13,148,T,176,25.227272727272727,0.0,0.17045454545454547,0.17045454545454547,27.44318181818182,2.215909090909091
1010,CT Spawn,huNter-,0,0,0,48,0,48,CT,141,10.212765957446809,0.0,0.0,0.0,10.212765957446809,0.0
1011,CT Spawn,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1012,Register Market,huNter-,0,0,0,0,0,0,CT,141,0.0,0.0,0.0,0.0,0.0,0.0
1013,Register Market,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1014,Foyer,huNter-,0,1,-1,0,100,-100,CT,141,-21.27659574468085,-0.2127659574468085,0.0,0.2127659574468085,0.0,21.27659574468085
1015,Foyer,huNter-,0,0,0,0,0,0,T,176,0.0,0.0,0.0,0.0,0.0,0.0
1016,Deep Jungle,electronic,12,7,5,1464,862,602,CT,166,108.79518072289156,0.9036144578313253,2.1686746987951806,1.2650602409638554,264.578313253012,155.78313253012047
1017,Deep Jungle,electronic,1,3,-2,254,348,-94,T,156,-18.076923076923077,-0.3846153846153846,0.1923076923076923,0.576923076923077,48.84615384615385,66.92307692307692
1018,Default A,electronic,1,3,-2,243,262,-19,CT,166,-3.4337349397590358,-0.3614457831325301,0.18072289156626506,0.5421686746987951,43.91566265060241,47.34939759036145
1019,Default A,electronic,2,6,-4,213,602,-389,T,156,-74.8076923076923,-0.7692307692307692,0.3846153846153846,1.153846153846154,40.96153846153846,115.76923076923077
1020,T Palace Stairs Peek,electronic,0,0,0,9,0,9,CT,166,1.6265060240963856,0.0,0.0,0.0,1.6265060240963856,0.0
1021,T Palace Stairs Peek,electronic,6,10,-4,994,1214,-220,T,156,-42.307692307692314,-0.7692307692307692,1.153846153846154,1.923076923076923,191.15384615384613,233.46153846153845
1022,Bottom Stairs,electronic,13,11,2,1495,1214,281,CT,166,50.78313253012048,0.3614457831325301,2.3493975903614457,1.9879518072289157,270.18072289156623,219.3975903614458
1023,Bottom Stairs,electronic,0,2,-2,27,217,-190,T,156,-36.53846153846153,-0.3846153846153846,0.0,0.3846153846153846,5.1923076923076925,41.730769230769226
1024,Ticketbooth ,electronic,3,8,-5,528,686,-158,CT,166,-28.55421686746988,-0.9036144578313253,0.5421686746987951,1.4457831325301205,95.42168674698796,123.97590361445782
1025,Ticketbooth ,electronic,0,1,-1,54,100,-46,T,156,-8.846153846153847,-0.1923076923076923,0.0,0.1923076923076923,10.384615384615385,19.230769230769234
1026,A Site Exposed to Stairs Connector Cat,electronic,1,2,-1,163,200,-37,CT,166,-6.686746987951807,-0.18072289156626506,0.18072289156626506,0.3614457831325301,29.457831325301203,36.144578313253014
1027,A Site Exposed to Stairs Connector Cat,electronic,0,4,-4,195,316,-121,T,156,-23.26923076923077,-0.7692307692307692,0.0,0.7692307692307692,37.5,60.76923076923077
1028,A Site,electronic,3,1,2,256,100,156,CT,166,28.192771084337352,0.3614457831325301,0.5421686746987951,0.18072289156626506,46.265060240963855,18.072289156626507
1029,A Site,electronic,2,7,-5,334,559,-225,T,156,-43.26923076923077,-0.9615384615384615,0.3846153846153846,1.3461538461538463,64.23076923076923,107.5
1030,Deep Catwalk,electronic,2,0,2,73,0,73,CT,166,13.192771084337348,0.3614457831325301,0.3614457831325301,0.0,13.192771084337348,0.0
1031,Deep Catwalk,electronic,2,1,1,288,100,188,T,156,36.15384615384615,0.1923076923076923,0.3846153846153846,0.1923076923076923,55.38461538461539,19.230769230769234
1032,Top Balcony,electronic,1,0,1,235,84,151,CT,166,27.289156626506024,0.18072289156626506,0.18072289156626506,0.0,42.46987951807229,15.180722891566264
1033,Top Balcony,electronic,15,7,8,1381,739,642,T,156,123.46153846153845,1.5384615384615383,2.8846153846153846,1.3461538461538463,265.5769230769231,142.1153846153846
1034,Mid Close Connector,electronic,2,2,0,547,246,301,CT,166,54.39759036144578,0.0,0.3614457831325301,0.3614457831325301,98.855421686747,44.45783132530121
1035,Mid Close Connector,electronic,0,2,-2,19,185,-166,T,156,-31.923076923076923,-0.3846153846153846,0.0,0.3846153846153846,3.6538461538461537,35.57692307692308
1036,Left Side Platform,electronic,0,1,-1,71,134,-63,CT,166,-11.385542168674698,-0.18072289156626506,0.0,0.18072289156626506,12.831325301204819,24.21686746987952
1037,Left Side Platform,electronic,1,3,-2,152,372,-220,T,156,-42.307692307692314,-0.3846153846153846,0.1923076923076923,0.576923076923077,29.23076923076923,71.53846153846153
1038,CT Side Apps,electronic,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
1039,CT Side Apps,electronic,2,4,-2,176,334,-158,T,156,-30.384615384615383,-0.3846153846153846,0.3846153846153846,0.7692307692307692,33.84615384615385,64.23076923076923
1040,Deep Palace,electronic,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
1041,Deep Palace,electronic,3,5,-2,550,638,-88,T,156,-16.923076923076923,-0.3846153846153846,0.576923076923077,0.9615384615384615,105.76923076923077,122.69230769230768
1042,Top Mid Left Side,electronic,0,1,-1,81,100,-19,CT,166,-3.4337349397590358,-0.18072289156626506,0.0,0.18072289156626506,14.63855421686747,18.072289156626507
1043,Top Mid Left Side,electronic,2,5,-3,302,595,-293,T,156,-56.34615384615385,-0.576923076923077,0.3846153846153846,0.9615384615384615,58.07692307692308,114.42307692307693
1044,Underpass,electronic,2,1,1,203,184,19,CT,166,3.4337349397590358,0.18072289156626506,0.3614457831325301,0.18072289156626506,36.68674698795181,33.25301204819277
1045,Underpass,electronic,1,2,-1,146,205,-59,T,156,-11.346153846153847,-0.1923076923076923,0.1923076923076923,0.3846153846153846,28.076923076923077,39.42307692307692
1046,Left Side corner deep jungle,electronic,4,5,-1,288,406,-118,CT,166,-21.325301204819276,-0.18072289156626506,0.7228915662650602,0.9036144578313253,52.04819277108434,73.37349397590361
1047,Left Side corner deep jungle,electronic,0,0,0,93,0,93,T,156,17.884615384615383,0.0,0.0,0.0,17.884615384615383,0.0
1048,Stairs Palace Peek,electronic,5,4,1,632,332,300,CT,166,54.21686746987952,0.18072289156626506,0.9036144578313253,0.7228915662650602,114.21686746987952,60.0
1049,Stairs Palace Peek,electronic,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
1050,Top Connector,electronic,1,0,1,110,35,75,CT,166,13.55421686746988,0.18072289156626506,0.18072289156626506,0.0,19.87951807228916,6.325301204819278
1051,Top Connector,electronic,1,3,-2,46,302,-256,T,156,-49.230769230769226,-0.3846153846153846,0.1923076923076923,0.576923076923077,8.846153846153847,58.07692307692308
1052,Triple Box,electronic,3,2,1,358,232,126,CT,166,22.771084337349397,0.18072289156626506,0.5421686746987951,0.3614457831325301,64.6987951807229,41.9277108433735
1053,Triple Box,electronic,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
1054,Leftside Connector,electronic,3,3,0,392,295,97,CT,166,17.530120481927714,0.0,0.5421686746987951,0.5421686746987951,70.8433734939759,53.31325301204819
1055,Leftside Connector,electronic,2,2,0,155,273,-118,T,156,-22.692307692307693,0.0,0.3846153846153846,0.3846153846153846,29.807692307692307,52.5
1056,Close Market door,electronic,5,4,1,425,399,26,CT,166,4.698795180722891,0.18072289156626506,0.9036144578313253,0.7228915662650602,76.80722891566265,72.10843373493977
1057,Close Market door,electronic,0,1,-1,81,40,41,T,156,7.884615384615385,-0.1923076923076923,0.0,0.1923076923076923,15.576923076923078,7.692307692307692
1058,Tetris,electronic,3,1,2,312,152,160,CT,166,28.91566265060241,0.3614457831325301,0.5421686746987951,0.18072289156626506,56.385542168674704,27.469879518072286
1059,Tetris,electronic,0,1,-1,0,17,-17,T,156,-3.269230769230769,-0.1923076923076923,0.0,0.1923076923076923,0.0,3.269230769230769
1060,Close A Ramp,electronic,0,3,-3,134,300,-166,CT,166,-30.0,-0.5421686746987951,0.0,0.5421686746987951,24.21686746987952,54.21686746987952
1061,Close A Ramp,electronic,2,1,1,168,103,65,T,156,12.5,0.1923076923076923,0.3846153846153846,0.1923076923076923,32.30769230769231,19.807692307692307
1062,T Spawn A Ramp,electronic,1,1,0,142,100,42,CT,166,7.590361445783132,0.0,0.18072289156626506,0.18072289156626506,25.662650602409638,18.072289156626507
1063,T Spawn A Ramp,electronic,0,3,-3,81,226,-145,T,156,-27.884615384615387,-0.576923076923077,0.0,0.576923076923077,15.576923076923078,43.46153846153846
1064,Under balcony,electronic,4,3,1,432,230,202,CT,166,36.506024096385545,0.18072289156626506,0.7228915662650602,0.5421686746987951,78.07228915662651,41.56626506024096
1065,Under balcony,electronic,0,1,-1,0,100,-100,T,156,-19.230769230769234,-0.1923076923076923,0.0,0.1923076923076923,0.0,19.230769230769234
1066,A Ramp,electronic,0,0,0,53,0,53,CT,166,9.578313253012048,0.0,0.0,0.0,9.578313253012048,0.0
1067,A Ramp,electronic,1,3,-2,161,486,-325,T,156,-62.50000000000001,-0.3846153846153846,0.1923076923076923,0.576923076923077,30.961538461538463,93.46153846153847
1068,Sandwhich,electronic,8,1,7,584,300,284,CT,166,51.325301204819276,1.2650602409638554,1.4457831325301205,0.18072289156626506,105.54216867469879,54.21686746987952
1069,Sandwhich,electronic,2,3,-1,113,301,-188,T,156,-36.15384615384615,-0.1923076923076923,0.3846153846153846,0.576923076923077,21.73076923076923,57.88461538461539
1070,Catwalk Plant B Site,electronic,1,1,0,26,100,-74,CT,166,-13.373493975903614,0.0,0.18072289156626506,0.18072289156626506,4.698795180722891,18.072289156626507
1071,Catwalk Plant B Site,electronic,1,2,-1,100,200,-100,T,156,-19.230769230769234,-0.1923076923076923,0.1923076923076923,0.3846153846153846,19.230769230769234,38.46153846153847
1072,CT Catwalk,electronic,6,1,5,324,296,28,CT,166,5.0602409638554215,0.9036144578313253,1.0843373493975903,0.18072289156626506,58.55421686746988,53.493975903614455
1073,CT Catwalk,electronic,2,2,0,266,177,89,T,156,17.115384615384613,0.0,0.3846153846153846,0.3846153846153846,51.15384615384615,34.03846153846154
1074,CT Deep Catwalk Mid peek,electronic,5,3,2,581,277,304,CT,166,54.93975903614457,0.3614457831325301,0.9036144578313253,0.5421686746987951,105.0,50.06024096385543
1075,CT Deep Catwalk Mid peek,electronic,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
1076,Right Side Connector,electronic,0,0,0,25,0,25,CT,166,4.518072289156627,0.0,0.0,0.0,4.518072289156627,0.0
1077,Right Side Connector,electronic,0,2,-2,19,200,-181,T,156,-34.807692307692314,-0.3846153846153846,0.0,0.3846153846153846,3.6538461538461537,38.46153846153847
1078,Back Left B Site From T's' Perspective,electronic,2,4,-2,237,365,-128,CT,166,-23.132530120481928,-0.3614457831325301,0.3614457831325301,0.7228915662650602,42.83132530120482,65.96385542168674
1079,Back Left B Site From T's' Perspective,electronic,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
1080,Underneath B apps plat,electronic,0,1,-1,2,61,-59,CT,166,-10.662650602409638,-0.18072289156626506,0.0,0.18072289156626506,0.3614457831325301,11.024096385542169
1081,Underneath B apps plat,electronic,0,0,0,0,6,-6,T,156,-1.153846153846154,0.0,0.0,0.0,0.0,1.153846153846154
1082,Bench,electronic,1,2,-1,78,129,-51,CT,166,-9.216867469879517,-0.18072289156626506,0.18072289156626506,0.3614457831325301,14.096385542168676,23.313253012048193
1083,Bench,electronic,0,1,-1,0,100,-100,T,156,-19.230769230769234,-0.1923076923076923,0.0,0.1923076923076923,0.0,19.230769230769234
1084,Top Mid,electronic,5,2,3,574,276,298,CT,166,53.855421686746986,0.5421686746987951,0.9036144578313253,0.3614457831325301,103.73493975903614,49.87951807228916
1085,Top Mid,electronic,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
1086,Deep CT,electronic,1,1,0,24,69,-45,CT,166,-8.132530120481928,0.0,0.18072289156626506,0.18072289156626506,4.337349397590361,12.46987951807229
1087,Deep CT,electronic,4,1,3,249,100,149,T,156,28.653846153846157,0.576923076923077,0.7692307692307692,0.1923076923076923,47.88461538461539,19.230769230769234
1088,Murder Hole,electronic,0,0,0,60,0,60,CT,166,10.843373493975903,0.0,0.0,0.0,10.843373493975903,0.0
1089,Murder Hole,electronic,0,1,-1,22,100,-78,T,156,-15.0,-0.1923076923076923,0.0,0.1923076923076923,4.230769230769231,19.230769230769234
1090,Snipers Palace Peek,electronic,3,3,0,412,474,-62,CT,166,-11.204819277108433,0.0,0.5421686746987951,0.5421686746987951,74.45783132530121,85.66265060240964
1091,Snipers Palace Peek,electronic,5,0,5,478,44,434,T,156,83.46153846153845,0.9615384615384615,0.9615384615384615,0.0,91.92307692307693,8.461538461538462
1092,B site Market Plant,electronic,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
1093,B site Market Plant,electronic,1,1,0,28,154,-126,T,156,-24.23076923076923,0.0,0.1923076923076923,0.1923076923076923,5.384615384615385,29.615384615384617
1094,Bench Closer to Tribox,electronic,0,0,0,37,70,-33,CT,166,-5.963855421686747,0.0,0.0,0.0,6.686746987951807,12.650602409638555
1095,Bench Closer to Tribox,electronic,0,2,-2,0,126,-126,T,156,-24.23076923076923,-0.3846153846153846,0.0,0.3846153846153846,0.0,24.23076923076923
1096,Close Left CT A Ramp,electronic,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
1097,Close Left CT A Ramp,electronic,1,2,-1,277,276,1,T,156,0.1923076923076923,-0.1923076923076923,0.1923076923076923,0.3846153846153846,53.26923076923077,53.07692307692307
1098,Deep T Apps Underpass STairs,electronic,1,1,0,104,100,4,CT,166,0.7228915662650602,0.0,0.18072289156626506,0.18072289156626506,18.795180722891565,18.072289156626507
1099,Deep T Apps Underpass STairs,electronic,2,1,1,282,171,111,T,156,21.346153846153847,0.1923076923076923,0.3846153846153846,0.1923076923076923,54.23076923076923,32.88461538461539
1100,Ladder Room Catwalk Side,electronic,2,1,1,204,185,19,CT,166,3.4337349397590358,0.18072289156626506,0.3614457831325301,0.18072289156626506,36.86746987951807,33.43373493975904
1101,Ladder Room Catwalk Side,electronic,2,0,2,189,39,150,T,156,28.846153846153847,0.3846153846153846,0.3846153846153846,0.0,36.34615384615385,7.5
1102,CT Outside Market,electronic,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
1103,CT Outside Market,electronic,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
1104,Snipers Nest,electronic,3,2,1,515,416,99,CT,166,17.89156626506024,0.18072289156626506,0.5421686746987951,0.3614457831325301,93.07228915662651,75.18072289156626
1105,Snipers Nest,electronic,0,0,0,0,15,-15,T,156,-2.8846153846153846,0.0,0.0,0.0,0.0,2.8846153846153846
1106,Jungle Plant,electronic,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
1107,Jungle Plant,electronic,2,1,1,190,144,46,T,156,8.846153846153847,0.1923076923076923,0.3846153846153846,0.1923076923076923,36.53846153846153,27.692307692307693
